STATE,COUNTY,TRACT,BLKGRP,geometry,NAME,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B25044_001E,Tot Pop,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone alone,% Native Hawaiian and Other Pacific Islander alone,cars per capita
39,049,000710,1,"POLYGON ((-82.98499599998344 40.02363700016755, -82.9854150002831 40.01731800004412, -82.98149100012026 40.01704399974273, -82.98154999967149 40.02143000032242, -82.98146000015811 40.02349200003549, -82.98499599998344 40.02363700016755))","Block Group 1, Census Tract 7.10, Franklin County, Ohio",720,268,342,0,0,0,299,720,0.37222222222222223,0.475,0.0,0.0,0.0,0.4152777777777778
39,049,000330,1,"POLYGON ((-82.98962599960279 40.03253900026506, -82.98994899964299 40.02819199974566, -82.98891000010053 40.02805100029729, -82.98570599963791 40.02785600014085, -82.98546299996367 40.03048800021178, -82.98074399975754 40.03028900033029, -82.98056800003044 40.03210299989551, -82.98957200007443 40.03253700008043, -82.98962599960279 40.03253900026506))","Block Group 1, Census Tract 3.30, Franklin County, Ohio",570,488,57,0,0,0,288,570,0.856140350877193,0.1,0.0,0.0,0.0,0.5052631578947369
39,049,001400,2,"POLYGON ((-82.99473300014644 39.9939590001708, -82.99532200032542 39.9939469998466, -82.99447600022849 39.98666299970036, -82.98914600010208 39.98644100027538, -82.98487499960962 39.99063699979659, -82.98212399978183 39.99328600012323, -82.97787400010408 39.99732499995067, -82.98328500042133 39.99812500031734, -82.98466700009547 39.99744799967052, -82.98442699989596 40.00071500000964, -82.99519000008094 40.00115600003601, -82.99476699958331 39.99520099995726, -82.9947010003594 39.99423999999109, -82.99475200041302 39.994241999922, -82.99473300014644 39.9939590001708))","Block Group 2, Census Tract 14, Franklin County, Ohio",972,175,759,0,0,0,327,972,0.1800411522633745,0.7808641975308642,0.0,0.0,0.0,0.33641975308641975
39,049,006000,1,"POLYGON ((-82.9838800004481 39.93218699971107, -82.98408100028955 39.92943499984088, -82.98134899983003 39.92930399988636, -82.98150899966359 39.92742499997588, -82.97925699960312 39.92732600022909, -82.97910799964021 39.92911599971334, -82.97665700028639 39.92899999986196, -82.97654799960813 39.93034499997815, -82.97904900008896 39.9309990001691, -82.97897700011895 39.93193100019353, -82.9838800004481 39.93218699971107))","Block Group 1, Census Tract 60, Franklin County, Ohio",555,533,9,0,0,0,185,555,0.9603603603603603,0.016216216216216217,0.0,0.0,0.0,0.3333333333333333
39,049,000810,3,"POLYGON ((-82.98146000015811 40.02349200003549, -82.98154999967149 40.02143000032242, -82.97812000015138 40.02130100030287, -82.97626099955295 40.02121899981169, -82.97582600025808 40.02742400008417, -82.9810230003151 40.02766100011483, -82.98146000015811 40.02349200003549))","Block Group 3, Census Tract 8.10, Franklin County, Ohio",875,515,360,0,0,0,314,875,0.5885714285714285,0.4114285714285714,0.0,0.0,0.0,0.3588571428571429
39,049,006990,5,"POLYGON ((-82.98082900014634 40.10544400005853, -82.9783620000007 40.10540499969429, -82.97456800043253 40.10527200032767, -82.97357400019759 40.10525899994686, -82.9733630003104 40.10867400005714, -82.97369600039633 40.10998400029008, -82.97741700016959 40.11051100033117, -82.97754900041406 40.11031399979512, -82.98082900014634 40.10544400005853))","Block Group 5, Census Tract 69.90, Franklin County, Ohio",2237,676,1372,92,46,0,774,2237,0.3021904336164506,0.613321412606169,0.04112650871703174,0.02056325435851587,0.0,0.3459991059454627
39,049,000730,4,"POLYGON ((-82.97957399979552 40.00505499986294, -82.97973000032943 40.0034229999784, -82.97386499955242 40.00317199996144, -82.97244699989329 40.00542200033191, -82.97298199964557 40.00559200012989, -82.97949900035076 40.00588600033567, -82.97957399979552 40.00505499986294))","Block Group 4, Census Tract 7.30, Franklin County, Ohio",537,33,494,0,0,0,217,537,0.061452513966480445,0.9199255121042831,0.0,0.0,0.0,0.40409683426443205
39,049,006000,2,"POLYGON ((-82.97910799964021 39.92911599971334, -82.97925699960312 39.92732600022909, -82.97177800024669 39.92695099978562, -82.97170299990363 39.92800200022988, -82.97120099976328 39.93490800017396, -82.97387899979613 39.93503700013846, -82.97380400035136 39.93596400032477, -82.97499500022978 39.93590799994318, -82.97865499990367 39.93608000008385, -82.97897700011895 39.93193100019353, -82.97904900008896 39.9309990001691, -82.97654799960813 39.93034499997815, -82.97665700028639 39.92899999986196, -82.97910799964021 39.92911599971334))","Block Group 2, Census Tract 60, Franklin County, Ohio",941,580,281,0,0,0,334,941,0.6163655685441021,0.29861849096705634,0.0,0.0,0.0,0.35494155154091395
39,049,009590,2,"POLYGON ((-82.98073200006198 39.86166500009154, -82.9803680000139 39.85935200012787, -82.98034799992243 39.85265499994799, -82.9777560001033 39.85162099986441, -82.97559199990637 39.85386000008135, -82.97078999985955 39.85413699987267, -82.97045199975074 39.85850899990725, -82.97024199968845 39.86115799968349, -82.97511200040564 39.86139599974722, -82.98073200006198 39.86166500009154))","Block Group 2, Census Tract 95.90, Franklin County, Ohio",1332,1276,0,0,0,0,506,1332,0.9579579579579579,0.0,0.0,0.0,0.0,0.37987987987987987
39,049,000730,3,"POLYGON ((-82.97973000032943 40.0034229999784, -82.97995100026239 40.00052899972965, -82.96934999956079 40.00002100023114, -82.969019000023 40.0010010002655, -82.97506499965166 40.00131500027847, -82.97386499955242 40.00317199996144, -82.97973000032943 40.0034229999784))","Block Group 3, Census Tract 7.30, Franklin County, Ohio",729,81,586,0,0,0,246,729,0.1111111111111111,0.803840877914952,0.0,0.0,0.0,0.3374485596707819
39,049,008825,3,"POLYGON ((-82.97872799969859 39.87985300008994, -82.97889000008031 39.87830199979724, -82.97667999985262 39.8782040003379, -82.97380400035136 39.87799399974462, -82.97249499957387 39.87793399975247, -82.96892399958844 39.87777199985607, -82.9687579999071 39.88007099979935, -82.96866800039372 39.88116199991035, -82.9686249998377 39.88169799986381, -82.96813600011615 39.88780400005471, -82.96798499960511 39.88780199976754, -82.96803900003177 39.8890079996693, -82.96792299968084 39.890410000012, -82.96791299963508 39.89053499999589, -82.97468899990804 39.89084800004177, -82.97469700030395 39.89075100000424, -82.97490900001605 39.88810499987295, -82.97500100007755 39.88701100017389, -82.97683200018859 39.88675399980028, -82.97781499965453 39.88678899983807, -82.97802999973968 39.88316299966827, -82.97840499965841 39.88272399995146, -82.97834500028226 39.88066499992411, -82.97835199995497 39.88058099974538, -82.97872799969859 39.87985300008994))","Block Group 3, Census Tract 88.25, Franklin County, Ohio",2464,2176,112,0,0,0,800,2464,0.8831168831168831,0.045454545454545456,0.0,0.0,0.0,0.3246753246753247
39,049,000910,3,"POLYGON ((-82.97219599982311 40.0166550002574, -82.97268200006994 40.00974299974486, -82.97059400004098 40.00964199994177, -82.96982199956391 40.00970799994587, -82.96739899979917 40.01366600031773, -82.96780999970294 40.01645599992689, -82.97219599982311 40.0166550002574))","Block Group 3, Census Tract 9.10, Franklin County, Ohio",739,96,460,0,0,0,263,739,0.12990527740189445,0.6224627875507442,0.0,0.0,0.0,0.35588633288227334
39,049,006933,3,"POLYGON ((-82.97082099982168 40.0633280003051, -82.97095800008904 40.06032299967715, -82.96756600020377 40.06022899967848, -82.96642800002878 40.06372999974236, -82.96617299976067 40.06616999995387, -82.97019400000788 40.06623600026715, -82.97010600014434 40.06490600011477, -82.97082099982168 40.0633280003051))","Block Group 3, Census Tract 69.33, Franklin County, Ohio",1613,657,242,25,612,0,585,1613,0.40731556106633604,0.1500309981401116,0.015499070055796652,0.3794172349659021,0.0,0.36267823930564164
39,049,005300,2,"POLYGON ((-82.97116399995336 39.95397199995914, -82.97149100019152 39.94975199993936, -82.97009799974842 39.94968300006022, -82.96730300043802 39.94954899981658, -82.96701499965964 39.95315800005553, -82.96554599994687 39.95371299969473, -82.96694100003978 39.95416900017082, -82.96675699991677 39.95644100031083, -82.97096499976173 39.95652300010126, -82.97116399995336 39.95397199995914))","Block Group 2, Census Tract 53, Franklin County, Ohio",556,180,331,2,0,0,222,556,0.3237410071942446,0.5953237410071942,0.0035971223021582736,0.0,0.0,0.39928057553956836
39,049,006931,5,"POLYGON ((-82.96959200030842 40.08691600012955, -82.96984500002843 40.08293700032293, -82.9669560001084 40.08282000032663, -82.96583200017713 40.08262400007025, -82.96476400032236 40.08484600018432, -82.96458699987205 40.08671899999714, -82.96959200030842 40.08691600012955))","Block Group 5, Census Tract 69.31, Franklin County, Ohio",933,203,654,0,0,0,376,933,0.21757770632368703,0.7009646302250804,0.0,0.0,0.0,0.4030010718113612
39,049,008811,1,"POLYGON ((-82.99540900036403 39.92175199971706, -82.99540799964082 39.92163599978885, -82.99399300035473 39.9207069998257, -82.98635199971828 39.91473000033898, -82.98525399972628 39.91356700004965, -82.98118999982137 39.91097699968475, -82.96720800000348 39.9001130002714, -82.96585399991845 39.89903800024867, -82.96244600013964 39.89559100022154, -82.96174999983054 39.89512299976694, -82.96188899974773 39.89709599983318, -82.96273800021768 39.89890300010532, -82.96525399986882 39.90349800006721, -82.96685700037419 39.90450899996083, -82.96677299981029 39.90528200016319, -82.96559199997762 39.9198960000192, -82.96558199993189 39.92003199980757, -82.98470300008047 39.92087500025053, -82.99379199961497 39.92132400017091, -82.99540900036403 39.92175199971706))","Block Group 1, Census Tract 88.11, Franklin County, Ohio",886,608,111,0,0,0,321,886,0.6862302483069977,0.1252821670428894,0.0,0.0,0.0,0.3623024830699774
39,049,007710,2,"POLYGON ((-82.97051299985011 40.04048799971954, -82.97089000031698 40.03546299976325, -82.96805699957514 40.03530199986865, -82.96350999979644 40.03509599989354, -82.96343700000151 40.03528699977795, -82.9610229995593 40.04082900022165, -82.96090899975651 40.04109400020467, -82.96063799959484 40.04172599970764, -82.96337500007722 40.04184799992522, -82.96986099992195 40.04213700029108, -82.96991600017354 40.04153400001678, -82.96994999961042 40.04116899974035, -82.97051299985011 40.04048799971954))","Block Group 2, Census Tract 77.10, Franklin County, Ohio",1264,681,467,0,12,0,421,1264,0.5387658227848101,0.3694620253164557,0.0,0.00949367088607595,0.0,0.33306962025316456
39,049,003700,4,"POLYGON ((-82.96644899994519 39.96040600012115, -82.96666200038054 39.95778200032593, -82.958732999864 39.95762500029019, -82.95850400043345 39.96026699998139, -82.96048699998211 39.96029700008501, -82.95986299964304 39.96470799990864, -82.96343100015373 39.96487599973524, -82.96353300026098 39.96367799972621, -82.96617500030881 39.96380399998394, -82.96644899994519 39.96040600012115))","Block Group 4, Census Tract 37, Franklin County, Ohio",827,474,340,0,0,0,331,827,0.5731559854897219,0.4111245465538089,0.0,0.0,0.0,0.40024183796856105
39,049,006931,4,"POLYGON ((-82.96186199998355 40.07990599992906, -82.96238400021537 40.07937799987291, -82.96174900000563 40.07882899979989, -82.95860599964237 40.07859100019323, -82.95845300037982 40.08121199979809, -82.95754500035862 40.08117500011132, -82.95661700024596 40.08609599982078, -82.95747000001556 40.08625999998544, -82.96029100016351 40.08650100023976, -82.96051399974628 40.08378200020661, -82.96139800037636 40.08228599988762, -82.96186199998355 40.07990599992906))","Block Group 4, Census Tract 69.31, Franklin County, Ohio",1776,409,1112,0,0,0,504,1776,0.2302927927927928,0.6261261261261262,0.0,0.0,0.0,0.28378378378378377
39,049,000920,2,"POLYGON ((-82.96378599998098 40.01700900024766, -82.96491999995797 40.01355899996838, -82.96133700027698 40.01341500012082, -82.95651099994073 40.01319500034034, -82.95647900015368 40.01358400028368, -82.95623800012926 40.01662999969113, -82.95634799973412 40.01663499994272, -82.96378599998098 40.01700900024766))","Block Group 2, Census Tract 9.20, Franklin County, Ohio",865,111,541,0,0,0,246,865,0.1283236994219653,0.6254335260115607,0.0,0.0,0.0,0.28439306358381505
39,049,006944,4,"POLYGON ((-82.96320600002284 40.10351999986602, -82.96219599989438 40.1001959999575, -82.96301100002916 40.09747099967569, -82.96224899959783 40.09730699972347, -82.95827500010459 40.0971289996716, -82.95817700019529 40.09849800018085, -82.9579949997221 40.10089600025897, -82.95161400035768 40.10061199995652, -82.95125199995944 40.10059699981075, -82.94987600013309 40.10053900013241, -82.94981099983575 40.101506999688, -82.94953300000141 40.10558300008257, -82.9491659995803 40.11060399999541, -82.94992600036181 40.11047799999866, -82.95156900015182 40.11022299970006, -82.95401200000803 40.10980500009281, -82.95537399959068 40.10943499972713, -82.95813600018742 40.10865999997714, -82.96019200042933 40.10840899977142, -82.96140400022414 40.1079280000246, -82.9617470003558 40.10777699975825, -82.96314999994634 40.10718699984933, -82.96179900023435 40.10594300033199, -82.96320600002284 40.10351999986602))","Block Group 4, Census Tract 69.44, Franklin County, Ohio",1069,699,277,0,23,10,518,1069,0.6538821328344246,0.2591206735266604,0.0,0.021515434985968196,0.009354536950420954,0.4845650140318054
39,049,007531,2,"POLYGON ((-82.95367700027228 40.05113900001955, -82.95378199985427 40.04980900016887, -82.95251200033313 40.04971100005812, -82.94615000033697 40.05838400025982, -82.94571699979362 40.05897500010642, -82.94564599964849 40.05907200025702, -82.94555500031022 40.05915399992926, -82.94839900002439 40.05929300029704, -82.94897300013477 40.0593199997519, -82.95156400012897 40.05945600000103, -82.95181400037423 40.05946700011043, -82.95221900043018 40.05948399977594, -82.95301000027551 40.05952899988124, -82.95335699970683 40.0550579996852, -82.95360199992921 40.0520589996731, -82.95367700027228 40.05113900001955))","Block Group 2, Census Tract 75.31, Franklin County, Ohio",1770,312,1214,0,209,0,553,1770,0.17627118644067796,0.6858757062146893,0.0,0.11807909604519774,0.0,0.31242937853107344
39,049,009100,1,"POLYGON ((-82.9319800001981 39.98190499982416, -82.93267300013414 39.97373999979237, -82.92735800007635 39.97349200026165, -82.92711899970175 39.97632300011949, -82.92529000013887 39.97622599998746, -82.92524099973507 39.97677299993161, -82.9265100003296 39.97684000026059, -82.92689699994389 39.98220400016081, -82.9319800001981 39.98190499982416))","Block Group 1, Census Tract 91, Franklin County, Ohio",947,713,169,0,7,0,398,947,0.7529039070749736,0.17845828933474128,0.0,0.007391763463569166,0.0,0.42027455121436114
39,049,009100,3,"POLYGON ((-82.93344999973577 39.9640189998711, -82.93358399963007 39.96221900017462, -82.92404900003174 39.96171999997917, -82.9238709997565 39.96390899967705, -82.92368599980858 39.96598300008528, -82.93326099958988 39.9664659997076, -82.93344999973577 39.9640189998711))","Block Group 3, Census Tract 91, Franklin County, Ohio",730,730,0,0,0,0,249,730,1.0,0.0,0.0,0.0,0.0,0.3410958904109589
39,049,007113,3,"POLYGON ((-82.93729500025589 40.05898699999786, -82.9374159997314 40.05881699984905, -82.93408699959531 40.05864600025427, -82.92540200029187 40.05823599991219, -82.92437799991971 40.05818200013272, -82.92382600044898 40.06029599993216, -82.92387999997734 40.0618670001427, -82.92396100016819 40.0618959999636, -82.9240599999024 40.0625150001916, -82.92376799982435 40.06290800004221, -82.92359499957199 40.06315700034359, -82.92177799970469 40.0639670000897, -82.92338799988275 40.066267999771, -82.92231199963206 40.07025199999686, -82.92231900020307 40.07033500018763, -82.92281700014544 40.07090700017637, -82.92885399955328 40.07069699967134, -82.92902900035379 40.07030899982403, -82.93414600004488 40.06329299980913, -82.93449099982635 40.06281600015622, -82.93614700003519 40.06055899981916, -82.93638999970943 40.06023299979809, -82.93729500025589 40.05898699999786))","Block Group 3, Census Tract 71.13, Franklin County, Ohio",3704,1206,1957,0,275,0,1173,3704,0.3255939524838013,0.5283477321814255,0.0,0.074244060475162,0.0,0.31668466522678185
39,049,007120,3,"POLYGON ((-82.92972499976456 40.08071100015903, -82.92984199994042 40.08010399992558, -82.92854399993189 40.07990299967476, -82.92640700039743 40.07984600031634, -82.92336699996635 40.08037099994642, -82.91941799968916 40.08127399971107, -82.91634399982121 40.08198900025972, -82.91699999994732 40.08431399986858, -82.91556700021957 40.08770800033675, -82.91677700036455 40.08989400031713, -82.91887500043926 40.08915200033014, -82.92273199975664 40.0893799999885, -82.92027399983181 40.09167400006636, -82.91916800034222 40.09546299985392, -82.9253699996065 40.09575999979449, -82.92509400032029 40.10075700027839, -82.92795999977579 40.10132799985901, -82.92829700005967 40.10139000000282, -82.92829399968663 40.10124200034181, -82.92829899970951 40.10071299970631, -82.92822699973948 40.09711800014727, -82.92784099995011 40.09214299973164, -82.92785900039175 40.09197399977197, -82.9278970000266 40.09070799998837, -82.92825299967875 40.08836199966361, -82.92826600009754 40.08829800009724, -82.92853300006124 40.08690900025671, -82.92842099990823 40.08690299967783, -82.92847899963456 40.0865989996685, -82.92859300033568 40.08660300030139, -82.92972499976456 40.08071100015903))","Block Group 3, Census Tract 71.20, Franklin County, Ohio",1515,1218,210,0,0,0,486,1515,0.803960396039604,0.13861386138613863,0.0,0.0,0.0,0.3207920792079208
39,049,002760,2,"POLYGON ((-82.92486699964125 39.95207899982179, -82.92526800039755 39.94740900001069, -82.91566299958072 39.94687500024353, -82.91526000007291 39.95166100021412, -82.92486699964125 39.95207899982179))","Block Group 2, Census Tract 27.60, Franklin County, Ohio",1324,633,487,0,0,0,576,1324,0.4780966767371601,0.3678247734138973,0.0,0.0,0.0,0.4350453172205438
39,049,002760,1,"POLYGON ((-82.92404900003174 39.96171999997917, -82.92445900011057 39.95683499971489, -82.91481499983398 39.95657900013668, -82.91439899990738 39.96120400021634, -82.92404900003174 39.96171999997917))","Block Group 1, Census Tract 27.60, Franklin County, Ohio",1086,883,184,0,0,0,442,1086,0.8130755064456722,0.1694290976058932,0.0,0.0,0.0,0.40699815837937386
39,049,002740,1,"POLYGON ((-82.92368599980858 39.96598300008528, -82.9238709997565 39.96390899967705, -82.92027100035709 39.96370100026598, -82.91988499966939 39.96817299996011, -82.91382700034515 39.96784899966611, -82.91350699977971 39.9720009998289, -82.92324899996557 39.97093699997598, -82.92368599980858 39.96598300008528))","Block Group 1, Census Tract 27.40, Franklin County, Ohio",1092,957,113,0,13,0,387,1092,0.8763736263736264,0.10347985347985347,0.0,0.011904761904761904,0.0,0.3543956043956044
39,049,002710,2,"POLYGON ((-82.92277199993961 39.97664299996898, -82.92281700014544 39.97609500013001, -82.91792999970983 39.9758440001798, -82.91775700035576 39.97783999972675, -82.91304099962439 39.97758799978106, -82.9129159999509 39.97759399965946, -82.91274100004873 39.97923999986461, -82.91246599968912 39.97995800023779, -82.91314500027975 39.97994900004296, -82.91507299957684 39.9804580003249, -82.9224260003332 39.98083400021601, -82.92277199993961 39.97664299996898))","Block Group 2, Census Tract 27.10, Franklin County, Ohio",558,179,373,0,0,0,312,558,0.3207885304659498,0.6684587813620072,0.0,0.0,0.0,0.5591397849462365
39,049,009332,1,"POLYGON ((-82.91637599960825 39.94594199989373, -82.91700900016815 39.93960299976879, -82.91547199978501 39.93952000027956, -82.91441800017395 39.93946899975511, -82.91112599984778 39.94024899981255, -82.91048800016333 39.94661100009561, -82.91553500043251 39.94686799976491, -82.91637599960825 39.94594199989373))","Block Group 1, Census Tract 93.32, Franklin County, Ohio",995,83,912,0,0,0,389,995,0.08341708542713568,0.9165829145728643,0.0,0.0,0.0,0.39095477386934674
39,049,007193,6,"POLYGON ((-82.91426199964003 40.11376400030482, -82.91458700022835 40.11178799983828, -82.91320899985386 40.1100309999759, -82.91165099955433 40.10902500009065, -82.90788999959811 40.1085880002072, -82.90468199983586 40.10722300014179, -82.90409500020502 40.10814199980058, -82.90336700010887 40.11686299993167, -82.90375100024843 40.11996700007106, -82.90551200003924 40.11946099968253, -82.91037299963727 40.11965900001426, -82.90975099984635 40.11746800026765, -82.91148800024602 40.11596099994028, -82.91087599960252 40.11355499968084, -82.91426199964003 40.11376400030482))","Block Group 6, Census Tract 71.93, Franklin County, Ohio",1005,986,19,0,0,0,396,1005,0.981094527363184,0.01890547263681592,0.0,0.0,0.0,0.3940298507462687
39,049,007198,1,"POLYGON ((-82.91032099975874 40.09504299984937, -82.90831100044589 40.09256399966477, -82.90662000007698 40.08761900018641, -82.90693399989635 40.08237700023403, -82.89577599970116 40.08171700010728, -82.89507000024463 40.0876319998141, -82.89336999965488 40.09125100028962, -82.8931670001636 40.09169199985232, -82.89199499965345 40.09412999979531, -82.9024680003085 40.09467699975409, -82.90261899992124 40.09468400020249, -82.90697400007932 40.09489199984582, -82.90712700024019 40.09489699985586, -82.91032099975874 40.09504299984937))","Block Group 1, Census Tract 71.98, Franklin County, Ohio",2896,2240,392,0,61,0,1094,2896,0.7734806629834254,0.13535911602209943,0.0,0.02106353591160221,0.0,0.3777624309392265
39,049,009325,2,"POLYGON ((-82.89564600000482 39.92188200000886, -82.8945399996169 39.91951900016644, -82.89398300012328 39.91628099977075, -82.88762100012713 39.91593900030662, -82.88814300035894 39.91799700000628, -82.88381499996505 39.92381299993959, -82.88342099977976 39.92606400010446, -82.88589200012336 39.92619500005913, -82.8878529999307 39.92577200005531, -82.89564600000482 39.92188200000886))","Block Group 2, Census Tract 93.25, Franklin County, Ohio",685,271,393,0,0,0,325,685,0.3956204379562044,0.5737226277372263,0.0,0.0,0.0,0.4744525547445255
39,049,009323,2,"POLYGON ((-82.89130300044063 39.94555800030314, -82.8915400002671 39.94293200034367, -82.88933699971209 39.93974800033605, -82.88831099969012 39.94132599989526, -82.88585500031343 39.94137300021178, -82.88343900022143 39.94168400001281, -82.88313200007475 39.94509200031199, -82.88741699991262 39.94533500028516, -82.89130300044063 39.94555800030314))","Block Group 2, Census Tract 93.23, Franklin County, Ohio",933,106,738,0,0,0,403,933,0.11361200428724544,0.7909967845659164,0.0,0.0,0.0,0.43193997856377275
39,049,009321,1,"POLYGON ((-82.88804700009948 39.94967200015289, -82.88828999977372 39.94714899972134, -82.88741699991262 39.94533500028516, -82.88313200007475 39.94509200031199, -82.88318499977821 39.94580599992653, -82.88261700041396 39.95162800006378, -82.88261499986581 39.95165300032519, -82.88677500003021 39.9518829996846, -82.8878239996184 39.95193999997214, -82.88804700009948 39.94967200015289))","Block Group 1, Census Tract 93.21, Franklin County, Ohio",718,149,471,10,67,0,327,718,0.2075208913649025,0.6559888579387186,0.013927576601671309,0.09331476323119778,0.0,0.4554317548746518
39,049,009430,2,"POLYGON ((-82.89842100012201 39.9022210000928, -82.89605400043381 39.90063500015022, -82.88948700039822 39.89389999969392, -82.88669999968714 39.89200300007366, -82.8829449995787 39.8903730002322, -82.8828679995858 39.89122000007858, -82.88258200025383 39.89435899979827, -82.88208699978621 39.89988099996776, -82.88190600003625 39.90175699988051, -82.88108500005369 39.90983199999813, -82.88063399996699 39.91553500019389, -82.88247900032168 39.91564500032084, -82.88295799999749 39.91567299984891, -82.89087400009521 39.90966899985678, -82.89088599979078 39.90956100012024, -82.89535700029982 39.90542699969686, -82.89529000035265 39.90539399999154, -82.89842100012201 39.9022210000928))","Block Group 2, Census Tract 94.30, Franklin County, Ohio",1610,1046,518,0,6,0,622,1610,0.6496894409937888,0.3217391304347826,0.0,0.0037267080745341614,0.0,0.38633540372670805
39,049,009323,3,"POLYGON ((-82.89448299971548 39.94574500009143, -82.8958019996404 39.94581199983964, -82.8940750001848 39.94378599996161, -82.88711499978884 39.9360719997505, -82.87862700012886 39.93687499987495, -82.8785879997708 39.93726399984646, -82.87844200018095 39.93875199986503, -82.87876400039622 39.93851699997823, -82.87887499982598 39.93800399971364, -82.87951599988349 39.93760999997806, -82.88619900027003 39.93772599970227, -82.88585500031343 39.94137300021178, -82.88831099969012 39.94132599989526, -82.88933699971209 39.93974800033605, -82.8915400002671 39.94293200034367, -82.89130300044063 39.94555800030314, -82.89448299971548 39.94574500009143))","Block Group 3, Census Tract 93.23, Franklin County, Ohio",1495,25,1158,145,0,0,394,1495,0.016722408026755852,0.7745819397993311,0.09698996655518395,0.0,0.0,0.26354515050167227
39,049,010000,4,"POLYGON ((-82.89507000024463 40.0876319998141, -82.89577599970116 40.08171700010728, -82.891280999801 40.08062700016741, -82.89110099987595 40.08059100023746, -82.8907739996378 40.08057499972788, -82.88769800012001 40.08127399971107, -82.88680000014456 40.0836560000214, -82.88927800016086 40.08398700010226, -82.88889300019639 40.08595599985373, -82.87849800025745 40.08664299974481, -82.87885899993246 40.08972800009251, -82.87789800020782 40.09013600001033, -82.88506000027013 40.09047600024995, -82.88483400031434 40.09385000032243, -82.88988400005826 40.09402700014033, -82.8917870001393 40.09254899980656, -82.8911469999067 40.09158399969069, -82.8931670001636 40.09169199985232, -82.89336999965488 40.09125100028962, -82.89507000024463 40.0876319998141))","Block Group 4, Census Tract 100, Franklin County, Ohio",2480,2100,173,0,114,0,1135,2480,0.8467741935483871,0.06975806451612904,0.0,0.04596774193548387,0.0,0.4576612903225806
39,049,009322,3,"POLYGON ((-82.88318499977821 39.94580599992653, -82.88313200007475 39.94509200031199, -82.877812999819 39.94478300016232, -82.87736000008246 39.95127000033143, -82.87735000003673 39.95136099995243, -82.88261499986581 39.95165300032519, -82.88261700041396 39.95162800006378, -82.88318499977821 39.94580599992653))","Block Group 3, Census Tract 93.22, Franklin County, Ohio",996,159,525,0,12,0,414,996,0.15963855421686746,0.5271084337349398,0.0,0.012048192771084338,0.0,0.41566265060240964
39,049,009250,2,"POLYGON ((-82.88593899997902 39.96044399971388, -82.88638199966981 39.95574900007857, -82.87684700007148 39.95547199970885, -82.87639000013701 39.96015900018794, -82.88593899997902 39.96044399971388))","Block Group 2, Census Tract 92.50, Franklin County, Ohio",735,449,67,0,0,0,237,735,0.6108843537414966,0.09115646258503401,0.0,0.0,0.0,0.3224489795918367
39,049,009210,2,"POLYGON ((-82.91274100004873 39.97923999986461, -82.9129159999509 39.97759399965946, -82.90411899959614 39.97713799982854, -82.90387599992189 39.97561100015519, -82.90386599987616 39.97509000005947, -82.90404599980121 39.9729990000181, -82.89406000011618 39.97405899977262, -82.88457900004622 39.97504000014268, -82.8809529998092 39.9754199998321, -82.8811560001988 39.97355699982873, -82.87756400029697 39.97327399974771, -82.87544399958264 39.97086899974837, -82.87408899967271 39.9748590000278, -82.87395999980127 39.97615699997297, -82.87349299982102 39.97947900030785, -82.87060499972593 39.98269499981113, -82.86930400024265 39.98626599987914, -82.86928800034913 39.98642200013607, -82.88636099975341 39.98528400019544, -82.9080439995839 39.98380099986544, -82.90978699983137 39.98355600004229, -82.91126999978782 39.98209499977525, -82.91246599968912 39.97995800023779, -82.91274100004873 39.97923999986461))","Block Group 2, Census Tract 92.10, Franklin County, Ohio",1688,360,1045,0,61,0,761,1688,0.2132701421800948,0.6190758293838863,0.0,0.03613744075829384,0.0,0.45082938388625593
39,049,009340,1,"POLYGON ((-82.86727300011511 39.95519600013132, -82.86728200033593 39.9551029997159, -82.8620559999666 39.95494300017134, -82.85945999994952 39.95486199971687, -82.85949900030758 39.95495899986719, -82.85897000040306 39.96089799984666, -82.86107199977742 39.96114600031444, -82.86248399958878 39.96201500012501, -82.86659400042277 39.96222899969567, -82.86727300011511 39.95519600013132))","Block Group 1, Census Tract 93.40, Franklin County, Ohio",1948,756,993,0,0,0,571,1948,0.38809034907597534,0.5097535934291582,0.0,0.0,0.0,0.29312114989733057
