geometry,start_time,map_identifier,banks,clinics,dentists,hospitals,supermarket,STATE,COUNTY,TRACT,BLKGRP,NAME,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B25044_001E,Tot Pop,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone alone,% Native Hawaiian and Other Pacific Islander alone,cars per capita
"POLYGON ((-89.43201400002773 43.17746600023013, -89.43199499976114 43.17610600015677, -89.42965099963916 43.17448899988017, -89.42518400022642 43.17131599981138, -89.41588300008151 43.16281100028346, -89.40240199968072 43.15039400025809, -89.40189500041583 43.15064400006288, -89.40170500044502 43.15075300031567, -89.39858399982309 43.1520130002372, -89.39242000019364 43.15198299988561, -89.39122000009439 43.15198500004055, -89.3855450001865 43.15493700014676, -89.38433300039168 43.15787400014412, -89.37942900023762 43.16208700003115, -89.37458600018293 43.1625189998674, -89.37427499983829 43.16411599973487, -89.37250200035193 43.16667599983499, -89.37198099994501 43.16742799976922, -89.37257699979668 43.17007299979309, -89.37308200031006 43.17019900029618, -89.37246399981876 43.17211399983763, -89.36764099985558 43.17655399981936, -89.36667299955991 43.17875700018305, -89.36315799965099 43.17973699975369, -89.36316600004692 43.1778330002748, -89.36191999991692 43.17656500017771, -89.36192400011487 43.17610099977788, -89.35783199972255 43.17684799996128, -89.35592100014391 43.17521099984015, -89.35567099989865 43.17601399980171, -89.35341299999037 43.1758690002211, -89.35224700022631 43.17771900026148, -89.35090700038499 43.17716300018024, -89.34990999977701 43.17802899969674, -89.34669500034207 43.1779019999726, -89.3429240003401 43.1795799997489, -89.33865700004559 43.18018999967837, -89.33435700013911 43.17855100012157, -89.3333500003837 43.17866600018752, -89.33364999995936 43.18014699980675, -89.32811499979354 43.18160599998099, -89.34317600023519 43.19281299987645, -89.34500700034619 43.19452999989687, -89.3462690003697 43.1945259997531, -89.34925899967376 43.19459899971612, -89.36179000022057 43.19450400026746, -89.36195599990192 43.20682200011526, -89.41075499962147 43.2066300001685, -89.41156599955828 43.20629300027386, -89.41174499965842 43.20531499984053, -89.41179499988714 43.19202299983445, -89.41157599960403 43.18898299985025, -89.41160400009143 43.17826100021809, -89.41161099976412 43.17744199985942, -89.42919700007772 43.17726100006251, -89.42969800039315 43.17744199985942, -89.43201400002773 43.17746600023013))",0:0:00,search-result-0-0!264,0.0,0.0,0.0,0.0,0.0,55.0,25.0,11200.0,3.0,"Block Group 3, Census Tract 112, Dane County, Wisconsin",1869.0,1665.0,0.0,0.0,144.0,0.0,648.0,1869.0,0.8908507223113965,0.0,0.0,0.0770465489566613,0.0,0.3467094703049759
"POLYGON ((-89.33802500020892 43.06239499979488, -89.33788600029173 43.05866299998814, -89.33664199981156 43.0553169999899, -89.33226300026236 43.05511100010384, -89.33227499995793 43.054752999688, -89.32542800043819 43.0546930000629, -89.32580400018183 43.05831999981051, -89.32584600001462 43.05874500012529, -89.32614999978823 43.06194600006491, -89.32616400003194 43.06217800012109, -89.33350900039237 43.06230699987157, -89.33802500020892 43.06239499979488))",0:0:00,search-result-0-0!265,0.0,0.0,0.0,0.0,0.0,55.0,25.0,10400.0,1.0,"Block Group 1, Census Tract 104, Dane County, Wisconsin",1218.0,1163.0,27.0,0.0,5.0,0.0,692.0,1218.0,0.9548440065681444,0.022167487684729,0.0,0.0041050903119868,0.0,0.5681444991789819
"POLYGON ((-89.32607500034347 43.07105300005986, -89.32609500043496 43.06922599975207, -89.32253699997003 43.06997900010244, -89.3185659999515 43.07004399973123, -89.317115999607 43.07107600011892, -89.31115799984188 43.0713300002826, -89.30970900022061 43.07135100007079, -89.30992299958254 43.0733850002928, -89.31112600005483 43.07349900001481, -89.31633700035556 43.07408199988828, -89.32393100023802 43.07991900025912, -89.3257609996258 43.07680500009911, -89.3260500002291 43.07286300003159, -89.32607500034347 43.07105300005986))",0:0:00,search-result-0-0!266,0.0,0.0,0.0,0.0,0.0,55.0,25.0,2800.0,2.0,"Block Group 2, Census Tract 28, Dane County, Wisconsin",924.0,889.0,16.0,0.0,8.0,0.0,364.0,924.0,0.9621212121212122,0.0173160173160173,0.0,0.0086580086580086,0.0,0.3939393939393939
"POLYGON ((-89.31318099957352 43.0984469998283, -89.31645700000615 43.09829099984249, -89.3113560002086 43.08396299985659, -89.30554800023131 43.08415999971535, -89.30557699964531 43.08975099984629, -89.30373399983874 43.09191800011083, -89.30529200013827 43.09200400001106, -89.30590800008143 43.09264299995018, -89.30587299992132 43.09774400006125, -89.30764299993297 43.09868899976827, -89.31318099957352 43.0984469998283))",0:0:00,search-result-0-0!267,0.0,0.0,0.0,0.0,0.0,55.0,25.0,3001.0,4.0,"Block Group 4, Census Tract 30.01, Dane County, Wisconsin",959.0,785.0,148.0,0.0,0.0,0.0,408.0,959.0,0.8185610010427529,0.1543274244004171,0.0,0.0,0.0,0.4254431699687174
"POLYGON ((-89.29151000033691 43.07798000007195, -89.29149199989524 43.07342200017403, -89.28664399981768 43.07348700008856, -89.28200499997749 43.07360899999448, -89.28045599989881 43.07397600026414, -89.28378099983692 43.0845180003049, -89.28975399967065 43.0844119997069, -89.28961599957842 43.0780099999801, -89.29151000033691 43.07798000007195))",0:0:00,search-result-0-0!268,0.0,0.0,0.0,0.0,0.0,55.0,25.0,3100.0,2.0,"Block Group 2, Census Tract 31, Dane County, Wisconsin",911.0,830.0,0.0,0.0,22.0,0.0,415.0,911.0,0.911086717892426,0.0,0.0,0.0241492864983534,0.0,0.4555433589462129
"POLYGON ((-89.312214999826 43.16461400031963, -89.30978600021351 43.16098900013148, -89.30956299973242 43.16066399969927, -89.30854599993128 43.15901599999687, -89.30626000043392 43.15378300015946, -89.30601000018868 43.15318199978433, -89.30472499970061 43.15019400020228, -89.3002249997776 43.14316799967796, -89.29907999992993 43.14143799994828, -89.29609599957534 43.13702499971686, -89.28342199981172 43.14729500006498, -89.27657899959162 43.15324600017853, -89.27549999986621 43.154212000261, -89.27462199998223 43.15498700027378, -89.26792100005235 43.16088899982982, -89.26345700011434 43.16468399975272, -89.26521399970719 43.16503500016558, -89.27515599990961 43.16496899993947, -89.27722300002216 43.16489900017773, -89.28510800015776 43.16492999995108, -89.29045099980468 43.16484799977664, -89.29238400002292 43.16482000021923, -89.2947909998941 43.16477200001206, -89.29907800028012 43.16470299989392, -89.29948099978793 43.16469700002237, -89.30480400024165 43.16463000021586, -89.30778699987302 43.16463100008635, -89.312214999826 43.16461400031963))",0:0:00,search-result-0-0!269,0.0,0.0,0.0,0.0,0.0,55.0,25.0,11402.0,2.0,"Block Group 2, Census Tract 114.02, Dane County, Wisconsin",1562.0,1206.0,12.0,0.0,220.0,0.0,858.0,1562.0,0.7720870678617158,0.0076824583866837,0.0,0.1408450704225352,0.0,0.5492957746478874
"POLYGON ((-89.34785500025835 42.960824999722, -89.34835999987341 42.93515200018584, -89.33715200034781 42.93503900027433, -89.33643500012234 42.93481499984259, -89.32854800033691 42.93158500010193, -89.32713200032759 42.93157899974687, -89.32193100007262 42.9316890002443, -89.30993400035152 42.93184999974513, -89.27002800034789 42.93234000032618, -89.2693320000388 42.93241000027885, -89.25043099999822 42.93227800001975, -89.2502250001339 42.93817999977282, -89.25055300019696 42.93949199981336, -89.2523170003608 42.94118700013424, -89.25704200041471 42.94394200029924, -89.26620999959192 42.94809000007395, -89.26954600029904 42.94883999991934, -89.27367299995315 42.94889399979223, -89.27549800021639 42.94944699981878, -89.28042400011174 42.95269100017821, -89.28115700023075 42.95443700024121, -89.28169000033323 42.95986500022919, -89.28175700028038 42.96461499998035, -89.28344799975099 42.96882099996628, -89.28489499972245 42.97031700020214, -89.28784399991693 42.97235899995357, -89.28794400037437 42.97197899991509, -89.28800600029864 42.96872600013481, -89.28817700000288 42.96143500011525, -89.29818799980227 42.96128900029792, -89.3179800001456 42.96103799986967, -89.34785500025835 42.960824999722))",0:0:00,search-result-0-0!270,0.0,0.0,0.0,0.0,0.0,55.0,25.0,10600.0,5.0,"Block Group 5, Census Tract 106, Dane County, Wisconsin",1181.0,971.0,0.0,0.0,65.0,0.0,563.0,1181.0,0.8221845893310754,0.0,0.0,0.0550381033022862,0.0,0.4767146486028789
"POLYGON ((-89.30690800016411 43.00332800000229, -89.30723799987702 42.99065800019226, -89.30628300000015 42.98918100010007, -89.29501699984991 42.97730000003907, -89.28784399991693 42.97235899995357, -89.28489499972245 42.97031700020214, -89.28344799975099 42.96882099996628, -89.28175700028038 42.96461499998035, -89.28169000033323 42.95986500022919, -89.28115700023075 42.95443700024121, -89.28042400011174 42.95269100017821, -89.27549800021639 42.94944699981878, -89.27367299995315 42.94889399979223, -89.26954600029904 42.94883999991934, -89.26620999959192 42.94809000007395, -89.25704200041471 42.94394200029924, -89.2523170003608 42.94118700013424, -89.25055300019696 42.93949199981336, -89.2502250001339 42.93817999977282, -89.25013800009526 42.93950600015732, -89.24970999957478 42.94918100018477, -89.24868100007807 42.98143199982982, -89.25345200016274 42.98228099973131, -89.25215699962892 42.98008399996363, -89.25500299989126 42.9823790003136, -89.25773199997772 42.98271400006485, -89.2618059999284 42.9826110002513, -89.26277300039914 42.98193599995236, -89.26615299969055 42.98293299994344, -89.26914799991577 42.98272199980706, -89.27140699964895 42.98181099971656, -89.27257599978606 42.97930200032342, -89.27591300031807 42.97951799972733, -89.27757299982655 42.98281799991839, -89.27883200037535 42.98355000002753, -89.27923300023332 42.98565699968667, -89.27747699956707 42.98854800008461, -89.27690699965468 42.99124099969, -89.27602399974784 42.99229399991023, -89.28075299999971 42.99357899976899, -89.28536900027368 42.99613499975622, -89.28528999973265 42.99977300003518, -89.28733000008103 43.00192500023482, -89.28958899981423 43.00304799978285, -89.29539299959356 43.0036519999681, -89.29971199976661 43.00132000024042, -89.29952099997089 43.00447500011611, -89.30183300030585 43.00470700008626, -89.30202400010155 43.00457700022222, -89.30245699974658 43.00439000011728, -89.30264199969452 43.0043399997925, -89.30201599970562 43.00736499973149, -89.3049640000752 43.00865599980852, -89.30690800016411 43.00332800000229))",0:0:00,search-result-0-0!271,0.0,0.0,0.0,0.0,0.0,55.0,25.0,10600.0,4.0,"Block Group 4, Census Tract 106, Dane County, Wisconsin",1128.0,1044.0,13.0,0.0,18.0,0.0,458.0,1128.0,0.925531914893617,0.0115248226950354,0.0,0.0159574468085106,0.0,0.4060283687943262
"POLYGON ((-89.30084999994158 43.00585199974097, -89.30183300030585 43.00470700008626, -89.29952099997089 43.00447500011611, -89.29971199976661 43.00132000024042, -89.29539299959356 43.0036519999681, -89.28958899981423 43.00304799978285, -89.28733000008103 43.00192500023482, -89.28528999973265 42.99977300003518, -89.28536900027368 42.99613499975622, -89.28075299999971 42.99357899976899, -89.27602399974784 42.99229399991023, -89.27690699965468 42.99124099969, -89.27747699956707 42.98854800008461, -89.27923300023332 42.98565699968667, -89.27883200037535 42.98355000002753, -89.27757299982655 42.98281799991839, -89.27591300031807 42.97951799972733, -89.27257599978606 42.97930200032342, -89.27140699964895 42.98181099971656, -89.26914799991577 42.98272199980706, -89.26615299969055 42.98293299994344, -89.26277300039914 42.98193599995236, -89.2618059999284 42.9826110002513, -89.25773199997772 42.98271400006485, -89.25500299989126 42.9823790003136, -89.25215699962892 42.98008399996363, -89.25345200016274 42.98228099973131, -89.24868100007807 42.98143199982982, -89.24745000001668 43.0107639997151, -89.24728799963496 43.01495600012482, -89.25722700036266 43.0142889999396, -89.26708900019914 43.01505599987176, -89.27026900037231 43.01607400020657, -89.27370399991528 43.01598200015766, -89.28383400043869 43.01563899974568, -89.28655799960397 43.01566200022771, -89.28875299976305 43.01574099970451, -89.28944900007214 43.01299800002916, -89.29012100009177 43.01224199971062, -89.2984160003062 43.00655899987628, -89.30084999994158 43.00585199974097))",0:0:00,search-result-0-0!272,0.0,0.0,0.0,0.0,0.0,55.0,25.0,10502.0,4.0,"Block Group 4, Census Tract 105.02, Dane County, Wisconsin",3362.0,3300.0,49.0,0.0,0.0,0.0,1306.0,3362.0,0.9815585960737656,0.0145746579417013,0.0,0.0,0.0,0.388459250446163
"POLYGON ((-89.2651719998744 43.16857699986124, -89.26521399970719 43.16503500016558, -89.26345700011434 43.16468399975272, -89.26282899957731 43.16519800004117, -89.25826699973001 43.16883099983154, -89.2580399999493 43.1690090003214, -89.25356400031573 43.17260600032746, -89.25082400035861 43.17480599988389, -89.24936099959531 43.17596799989979, -89.23959800039134 43.18262800021875, -89.23315100000637 43.18743399991081, -89.23487099978929 43.18749799979253, -89.2644820003114 43.18692199975141, -89.2651719998744 43.16857699986124))",0:0:00,search-result-0-0!273,0.0,0.0,0.0,0.0,0.0,55.0,25.0,11504.0,2.0,"Block Group 2, Census Tract 115.04, Dane County, Wisconsin",2205.0,1399.0,509.0,0.0,164.0,4.0,995.0,2205.0,0.6344671201814059,0.2308390022675737,0.0,0.07437641723356,0.001814058956916,0.4512471655328798
"POLYGON ((-89.2262600001057 43.18746699968422, -89.22655300000865 43.18185599981361, -89.22133199966218 43.18319999993479, -89.2136239999769 43.18330200017771, -89.21300700020885 43.18669199971979, -89.21264399998569 43.18779500007444, -89.22284399993097 43.18754099972654, -89.2228890001368 43.18858200008088, -89.22618200028789 43.18849100032011, -89.2262600001057 43.18746699968422))",0:0:00,search-result-0-0!274,0.0,0.0,0.0,0.0,0.0,55.0,25.0,11505.0,3.0,"Block Group 3, Census Tract 115.05, Dane County, Wisconsin",1097.0,764.0,259.0,0.0,30.0,0.0,423.0,1097.0,0.6964448495897904,0.2360984503190519,0.0,0.0273473108477666,0.0,0.3855970829535096
"POLYGON ((-89.2470499999836 43.02714299999305, -89.24710600006009 43.02080400024762, -89.2457050001194 43.01999899968742, -89.23656200015824 43.01469299975684, -89.23361399978866 43.01297600024173, -89.22971100044052 43.01305999980575, -89.22972899998386 43.01479099989074, -89.22966200003671 43.01747800027104, -89.22687400039902 43.02053299989547, -89.22208400004777 43.02578800008746, -89.22207200035223 43.02679200028389, -89.22195500017637 43.02725399988744, -89.22032499990678 43.02986700017474, -89.21757400007903 43.03280299997424, -89.21615899989462 43.0334669998337, -89.21503999998622 43.03488899980483, -89.21471600012113 43.03570200019384, -89.21168800028391 43.03836400024855, -89.21173699978942 43.03952100007061, -89.21340800006683 43.04341700012566, -89.21290500010161 43.04767299976047, -89.21182600037618 43.05006500018214, -89.20976299956327 43.05097800001425, -89.20970700038507 43.06093799972109, -89.20843199994276 43.0647769996895, -89.20809499965888 43.0665869999265, -89.20813999986471 43.06841400014489, -89.20817699967463 43.06921200006497, -89.20824299979687 43.06993000014493, -89.20859299960124 43.07209399985031, -89.20905700010675 43.07250500024134, -89.20976000008854 43.07413199984544, -89.21065999971381 43.07520199978128, -89.21130699961911 43.07563599998679, -89.21239499956535 43.07631600018779, -89.21330900033264 43.07688000029591, -89.21466599989242 43.07649799971036, -89.21466400024259 43.07762899985848, -89.21590100015176 43.0782079999242, -89.21685299965557 43.07862299985194, -89.22067300006134 43.08027600010452, -89.22095599991856 43.08039299993763, -89.23205100036456 43.08522499977507, -89.23239600014605 43.08549300024766, -89.23468300036664 43.08972300000629, -89.23523099963941 43.08971999999924, -89.23541700031056 43.09307699994125, -89.23942500013899 43.09931900021612, -89.23962099995757 43.10370100024047, -89.2426570001907 43.10349800029118, -89.24522300007054 43.10526600008662, -89.24703400009007 43.10694099974553, -89.24702999989211 43.10486599989834, -89.24702599969415 43.10176399968371, -89.2464519995838 43.09743599998873, -89.24692199993709 43.09588999993662, -89.24675600025573 43.08812200006939, -89.24696700014292 43.08805799974498, -89.24684199957113 43.07700799995606, -89.24674100018711 43.07186999986101, -89.24663700043004 43.05637599986611, -89.24673199996627 43.05303600011815, -89.24626400016113 43.05150699978463, -89.24676600030148 43.04988600027747, -89.24681300015715 43.04887899972176, -89.24684800031724 43.04520800017288, -89.24699200025728 43.03198699971442, -89.24700300012793 43.03137499978698, -89.24701900002145 43.03007200003108, -89.2470499999836 43.02714299999305))",0:0:00,search-result-0-0!275,0.0,0.0,0.0,0.0,0.0,55.0,25.0,12002.0,1.0,"Block Group 1, Census Tract 120.02, Dane County, Wisconsin",450.0,445.0,0.0,0.0,0.0,5.0,242.0,450.0,0.9888888888888888,0.0,0.0,0.0,0.0111111111111111,0.5377777777777778
"POLYGON ((-89.21130400014435 43.19163899984297, -89.21199799990532 43.18960199988366, -89.20854099972271 43.18853900022523, -89.20700800043585 43.19019700024757, -89.20238499959086 43.19517099990209, -89.19903500043669 43.1988059997032, -89.19897099996427 43.19887799982037, -89.19794999996518 43.20039300015497, -89.19107199958498 43.20280800021899, -89.18618400022277 43.2045759999196, -89.17522799969394 43.20863000009311, -89.17091000024411 43.21077599984805, -89.16747200032809 43.21358199995388, -89.16519400032831 43.21661700031029, -89.16626499965783 43.21787899992663, -89.16657400035263 43.22786499973814, -89.18646399970692 43.22787800029994, -89.18643100009497 43.22423000013887, -89.21113699973979 43.22422899993519, -89.21097500025638 43.20984099986035, -89.21092900022563 43.20607599988094, -89.21088999986756 43.20327399975582, -89.21086300010339 43.19698400003958, -89.21130400014435 43.19163899984297))",0:0:00,search-result-0-0!276,0.0,0.0,0.0,0.0,0.0,55.0,25.0,11600.0,1.0,"Block Group 1, Census Tract 116, Dane County, Wisconsin",922.0,881.0,28.0,0.0,0.0,0.0,391.0,922.0,0.955531453362256,0.0303687635574837,0.0,0.0,0.0,0.4240780911062907
"POLYGON ((-89.24868100007807 42.98143199982982, -89.24970999957478 42.94918100018477, -89.24446200036243 42.9494399997912, -89.241805000246 42.94991200014778, -89.23778999984657 42.94988400024434, -89.23349599978788 42.95279800030846, -89.23103600021324 42.9558690003031, -89.2291680002923 42.95730299985485, -89.22511000023516 42.95831300021183, -89.22319899975822 42.96035200030643, -89.222226000338 42.96285100030657, -89.22292000009895 42.96927199968302, -89.21636499975895 42.96975199988369, -89.21290900029956 42.97424500009314, -89.20821000018492 42.97691799968105, -89.20059600021098 42.97718499999343, -89.20085700032688 42.96261099971551, -89.19126800030187 42.9628800001064, -89.14159599982294 42.96310899970053, -89.13107899968523 42.96492499978208, -89.13098699962373 42.9717369999711, -89.13079900020107 42.98212499983672, -89.13072600040614 42.98632900006414, -89.13727199962699 42.99120899989258, -89.14330599956011 42.99402000026918, -89.14699100024666 42.99507700023502, -89.16676500014832 42.99954199976878, -89.1683610000827 42.99969800013778, -89.17470200016245 42.99946700024636, -89.17898500035051 42.99879600023556, -89.18583299969517 42.99829600021869, -89.19266699969444 42.99886700011434, -89.19489899966344 42.99951999976069, -89.21007999975566 43.00479099979146, -89.21188800030046 43.0054010003051, -89.22385999990721 43.00911299967369, -89.22938199965424 43.01085200001647, -89.22974200040267 43.01098800023413, -89.23361399978866 43.01297600024173, -89.23656200015824 43.01469299975684, -89.2457050001194 43.01999899968742, -89.24710600006009 43.02080400024762, -89.24711799975566 43.01994499984324, -89.24728799963496 43.01495600012482, -89.24745000001668 43.0107639997151, -89.24868100007807 42.98143199982982))",0:0:00,search-result-0-0!277,0.0,0.0,0.0,0.0,0.0,55.0,25.0,12002.0,4.0,"Block Group 4, Census Tract 120.02, Dane County, Wisconsin",1256.0,1219.0,0.0,10.0,0.0,0.0,468.0,1256.0,0.9705414012738852,0.0,0.0079617834394904,0.0,0.0,0.3726114649681528
"POLYGON ((-89.68980799994183 43.11966599982823, -89.68980299991897 43.11882299972233, -89.68975000021553 43.11212299978349, -89.68849800023774 43.11190300021956, -89.67975799978439 43.11176100022411, -89.67951400028524 43.10749999982109, -89.67916799978052 43.10712099979095, -89.67867099966305 43.10673999971425, -89.67847499984447 43.10630799983111, -89.67864700027191 43.1056969999302, -89.67914699986412 43.10445200021395, -89.67967599976863 43.10328800011031, -89.68157100035205 43.09898800012681, -89.68148199976528 43.09713200029761, -89.68336899995278 43.09450700032007, -89.68248600004594 43.09410900010746, -89.68106500001377 43.09708899969947, -89.67508399978409 43.09707499981854, -89.67122400009367 43.09629599976067, -89.6667550001328 43.09534600008548, -89.65997899985985 43.09508900002211, -89.6553349999968 43.09699200013083, -89.65041800032226 43.09709700028593, -89.64925000001004 43.1044929998355, -89.64681200017672 43.10750300026878, -89.6457259998803 43.11071699998851, -89.64565599956009 43.11094199969038, -89.64051100027993 43.11297500026709, -89.64043000008907 43.11877000028353, -89.6391010001184 43.12103200017781, -89.63628099979535 43.12293399980931, -89.63571099988293 43.12456799990562, -89.63539299986563 43.12510599990455, -89.63181299965937 43.12680000023377, -89.63097199958533 43.12697099977657, -89.62936800015336 43.12595099968122, -89.62772199999026 43.12589200011308, -89.62663099967098 43.12730900009296, -89.62716999962122 43.12908699973851, -89.62576200000782 43.13287799968967, -89.62854899982061 43.13470299992959, -89.63022699977074 43.13678499991673, -89.62999999999002 43.13890000026559, -89.63080500007906 43.14300600024779, -89.63044299968081 43.14739099971938, -89.62018300035939 43.14761799986587, -89.62033800017011 43.15121300023925, -89.62028999959119 43.15859000010909, -89.63085299975965 43.15828300021899, -89.63853200003092 43.15471299975705, -89.64060599981616 43.1535059999848, -89.64300900038772 43.15017000025652, -89.64463200008626 43.14865799974548, -89.64857299996753 43.14315900030353, -89.65159199958391 43.14240999994407, -89.65324699996782 43.13998700009923, -89.65602100026013 43.13757100016125, -89.65728300028367 43.13906299972105, -89.66278800031226 43.14128200007167, -89.66457400021743 43.14274300031538, -89.66523000034354 43.14406799991072, -89.67095600030507 43.14409999997218, -89.67699000023818 43.14372200006058, -89.67786700029724 43.14351700003446, -89.68499300037455 43.14348400010671, -89.68491899985641 43.13403300008709, -89.68443799963246 43.13163999985805, -89.6850660001695 43.12841900026828, -89.6850669999944 43.12276400002785, -89.68545600015683 43.12241699970964, -89.68843499959024 43.12183099982851, -89.68980799994183 43.11966599982823))",2:0:00,search-result-0-120!0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,13000.0,1.0,"Block Group 1, Census Tract 130, Dane County, Wisconsin",2730.0,2568.0,9.0,0.0,40.0,0.0,1045.0,2730.0,0.9406593406593406,0.0032967032967032,0.0,0.0146520146520146,0.0,0.3827838827838827
"POLYGON ((-89.60231500001349 42.98794000007241, -89.6029429996522 42.94441500025179, -89.54399599986593 42.94383199998825, -89.54429999963953 42.94479999979351, -89.54416800029337 42.95111200010103, -89.54441099996762 42.95262699988845, -89.54850599983467 42.95606200005284, -89.54862100036073 42.95844399992947, -89.57343599978549 42.95869499976365, -89.57314600025558 42.97275499972316, -89.57425500011823 42.97847299978677, -89.57789200022587 42.98057500001332, -89.57777900024797 42.98387600018333, -89.57535899995801 42.98451200023625, -89.5751549997435 42.9868830002408, -89.57208699972333 42.98678900020192, -89.57206499998202 42.98699000004719, -89.57263900009238 42.98756400026303, -89.57268099992517 42.99094500027093, -89.57260599958209 42.99104200010443, -89.57256799994727 42.99109799989112, -89.57254799985577 42.991111000245, -89.57254799985577 42.99112600009393, -89.57294600023904 42.99269599973602, -89.57505099998642 42.99478899972271, -89.5774009999562 42.99699400009192, -89.57782600010366 42.99745699983572, -89.57805700008234 42.99834199970952, -89.57807299997586 43.00931100007744, -89.57808999969428 43.01171400007861, -89.57293600019328 43.01293299970889, -89.56795300039651 43.01300599977077, -89.56301200043254 43.01305200007116, -89.56293500043964 43.01935899996351, -89.56776400025063 43.02055099989535, -89.56949099970625 43.02157600012221, -89.57274500039759 43.02499699979556, -89.574773999977 43.0276370001237, -89.57806499957995 43.03106500015402, -89.57167400016976 43.03110600029917, -89.56754800034057 43.03111499973475, -89.56738500013394 43.03477099976428, -89.56733900010319 43.03582099976385, -89.56721799972937 43.03839499981263, -89.56706100026885 43.04203800003569, -89.56689100038953 43.0456460000788, -89.57182700033064 43.04560200025955, -89.57166300029911 43.06020800008511, -89.60091200042297 43.06022300012461, -89.60096599995134 43.05285399985155, -89.60156099997808 43.03116399984901, -89.60156699982585 43.03109500003869, -89.60190099973671 43.01706399989271, -89.60231500001349 42.98794000007241))",2:0:00,search-result-0-120!1,0.0,0.0,0.0,0.0,0.0,55.0,25.0,10904.0,1.0,"Block Group 1, Census Tract 109.04, Dane County, Wisconsin",2037.0,1893.0,0.0,10.0,81.0,0.0,702.0,2037.0,0.9293078055964654,0.0,0.0049091801669121,0.0397643593519882,0.0,0.3446244477172312
"POLYGON ((-89.5330390004105 43.03408800022495, -89.53313499977166 43.03133700006021, -89.5309849998184 43.03135899983577, -89.52771500013188 43.03138599999725, -89.52387100033498 43.03142900008399, -89.51898399989935 43.03157999985982, -89.51848500013206 43.03158500023738, -89.51847400026141 43.03185899995103, -89.51845800036789 43.03222399983357, -89.51837200015416 43.03494799973996, -89.51817100031271 43.03877199971778, -89.51804800028906 43.04207999997615, -89.51797799996886 43.0449279998595, -89.51790500017394 43.04702899976756, -89.51780899991446 43.04970000007612, -89.51777299992945 43.05196299998515, -89.51772000022601 43.0552210002629, -89.51872399960835 43.05583900001842, -89.52003500003568 43.05685999973927, -89.52153300006076 43.05850699976062, -89.52258300037218 43.06048599969629, -89.52499299971809 43.06042599977356, -89.52753900040477 43.06040500018052, -89.5274709997344 43.0550799997966, -89.52769400021548 43.05280299987471, -89.52914600020979 43.04999399975438, -89.53221099985693 43.04580200019833, -89.5327239998679 43.04456899988097, -89.53289399974722 43.03859900011157, -89.5330390004105 43.03408800022495))",2:0:00,search-result-0-120!2,0.0,0.0,0.0,0.0,0.0,55.0,25.0,406.0,1.0,"Block Group 1, Census Tract 4.06, Dane County, Wisconsin",3385.0,2788.0,32.0,0.0,438.0,0.0,1788.0,3385.0,0.8236336779911374,0.0094534711964549,0.0,0.1293943870014771,0.0,0.5282127031019203
"POLYGON ((-89.53338500001689 43.02483299980272, -89.53351300006342 43.01608400020359, -89.53309200011394 43.01607499987798, -89.53286899963285 43.01667999971192, -89.52849299955841 43.02055799971142, -89.52721800001441 43.02165799992654, -89.52367299996826 43.02315300011258, -89.52257900017423 43.02374300005801, -89.50841499988313 43.030424000122, -89.50856899986891 43.03163700020039, -89.5096309998759 43.03161499986788, -89.51431599974684 43.03156199981038, -89.51761899994366 43.03151099986052, -89.51848500013206 43.03158500023738, -89.51898399989935 43.03157999985982, -89.52387100033498 43.03142900008399, -89.52771500013188 43.03138599999725, -89.5309849998184 43.03135899983577, -89.53313499977166 43.03133700006021, -89.53315599968805 43.0307499998234, -89.53338500001689 43.02483299980272))",2:0:00,search-result-0-120!3,0.0,0.0,0.0,0.0,0.0,55.0,25.0,504.0,4.0,"Block Group 4, Census Tract 5.04, Dane County, Wisconsin",1408.0,1263.0,0.0,0.0,129.0,0.0,572.0,1408.0,0.8970170454545454,0.0,0.0,0.0916193181818181,0.0,0.40625
"POLYGON ((-89.51780899991446 43.04970000007612, -89.51790500017394 43.04702899976756, -89.51533000007325 43.04704799969898, -89.51443000044797 43.0458990000684, -89.50871700000692 43.04455200022306, -89.5060540000427 43.04456999974484, -89.50427900000818 43.04335899968225, -89.50338199985764 43.04456100031285, -89.50322899969674 43.04621300026766, -89.50317500016841 43.04791999975592, -89.50314500003118 43.05014900020302, -89.51002599988611 43.05052800028127, -89.51777299992945 43.05196299998515, -89.51780899991446 43.04970000007612))",2:0:00,search-result-0-120!4,0.0,0.0,0.0,0.0,0.0,55.0,25.0,405.0,3.0,"Block Group 3, Census Tract 4.05, Dane County, Wisconsin",2050.0,1403.0,133.0,0.0,380.0,0.0,1075.0,2050.0,0.6843902439024391,0.0648780487804878,0.0,0.1853658536585365,0.0,0.524390243902439
