geometry,start_time,search_time,add_service_time,add_census_time
POINT (-89.35983039682199 43.0992103107335),0:0:00,0.005079799418826755,0.003006458282470703,0.006180763244628906
POINT (-89.35377786510827 43.08923337473806),0:0:00,0.005027347331424411,0.003004312515258789,0.0063893795013427734
POINT (-89.33013198908884 43.05065825591106),0:0:00,0.005109363322635349,0.0030221939086914062,0.0062868595123291016
POINT (-89.33657938608542 43.09669933952832),0:0:00,0.005304389720340427,0.002993345260620117,0.006309986114501953
POINT (-89.33869784346547 43.13570132820271),0:0:00,0.005353503947635349,0.0030024051666259766,0.006499767303466797
POINT (-89.32356597592357 43.08795816342298),0:0:00,0.005322032695193942,0.0030975341796875,0.006441593170166016
POINT (-89.29659092725292 43.01997302093543),0:0:00,0.005538039927859958,0.002994537353515625,0.0064508914947509766
POINT (-89.29400181082494 43.10188359504694),0:0:00,0.005643897776981052,0.003003358840942383,0.006600379943847656
POINT (-89.26712111118222 43.0206323071989),0:0:00,0.005140596156497653,0.0030350685119628906,0.0064542293548583984
POINT (-89.28805594145837 43.24325790415693),0:0:00,0.005063348536868747,0.003015279769897461,0.006441593170166016
POINT (-89.23469696051515 43.17291390239789),0:0:00,0.0051584775499302704,0.0029878616333007812,0.007120370864868164
POINT (-89.18417045216091 42.95132045163383),0:0:00,0.005195432429691013,0.0031790733337402344,0.00660252571105957
POINT (-89.62184253527816 43.11449495993477),0:0:00,0.0051630075029332,0.0031447410583496094,0.0067594051361083984
POINT (-89.52279875550538 43.00222611601437),0:0:00,0.005173021083255466,0.003047943115234375,0.0069866180419921875
POINT (-89.49319663310463 43.03565919753797),0:0:00,0.005175643687625583,0.0032503604888916016,0.006734132766723633
POINT (-89.4635532300093 43.04796372972313),0:0:00,0.00514464927234238,0.003092050552368164,0.006778717041015625
POINT (-89.44901744129588 43.06848291128477),0:0:00,0.005134158854861911,0.0036492347717285156,0.006956577301025391
POINT (-89.44767956521805 43.00790085720188),0:0:00,0.005161338572879489,0.0031647682189941406,0.0068624019622802734
POINT (-89.44164016123247 43.06566091342515),0:0:00,0.005219274287601169,0.0033478736877441406,0.006972789764404297
POINT (-89.44926494224647 43.18047585302157),0:0:00,0.005118423228641208,0.0031626224517822266,0.006897449493408203
POINT (-89.4375447198716 43.02936069038741),0:0:00,0.005120568995853122,0.003384113311767578,0.007043361663818359
POINT (-89.42018899640961 43.07032677706519),0:0:00,0.005100303416629489,0.0030786991119384766,0.007029294967651367
POINT (-89.42093215173904 43.06411126153028),0:0:00,0.0051606233171421845,0.0032205581665039062,0.007193088531494141
POINT (-89.44819065311327 43.20597657158624),0:0:00,0.005098396067996677,0.003080129623413086,0.007186174392700195
POINT (-89.40493067054101 43.0648709957599),0:0:00,0.004924588923831638,0.003059864044189453,0.007066965103149414
POINT (-89.41410072060683 43.0760415443451),0:0:00,0.004962974315066989,0.0032892227172851562,0.007317066192626953
POINT (-89.40840444931432 43.05990371908605),0:0:00,0.004982524638553317,0.0030281543731689453,0.007200479507446289
POINT (-89.39036402052436 43.06887556379159),0:0:00,0.004742198710818942,0.0033063888549804688,0.007563114166259766
POINT (-89.38215642080955 43.13757325352452),0:0:00,0.004980140452762302,0.0031249523162841797,0.006987333297729492
POINT (-89.41986024667771 43.10537921101589),0:0:00,0.005044275050540622,0.0032095909118652344,0.007021903991699219
POINT (-89.37099626738718 43.07981904811775),0:0:00,0.005282932048221286,0.003077983856201172,0.007193088531494141
POINT (-89.35925577922764 43.08364683509004),0:0:00,0.005473905330081638,0.003381490707397461,0.007070064544677734
POINT (-89.35596713994467 43.25909683898487),0:0:00,0.00549560142077988,0.003078937530517578,0.0070819854736328125
POINT (-89.34497207401138 43.09891118150449),0:0:00,0.005317502742191013,0.0033049583435058594,0.0077364444732666016
POINT (-89.35134409914116 42.92170991498783),0:0:00,0.005385452037234958,0.0030248165130615234,0.007639646530151367
POINT (-89.32879459363063 43.07045361286827),0:0:00,0.005049520259280856,0.003264904022216797,0.0078582763671875
POINT (-89.32718627197265 43.10869776242528),0:0:00,0.005054765468021091,0.003205537796020508,0.007726430892944336
POINT (-89.31004707607951 43.13107174511102),0:0:00,0.005016141658206638,0.003112316131591797,0.007810354232788086
POINT (-89.31622253309064 43.2478998177717),0:0:00,0.004737907176395114,0.003368854522705078,0.007412910461425781
POINT (-89.29808257817054 43.01241027677046),0:0:00,0.004937701945682224,0.0030455589294433594,0.007610321044921875
POINT (-89.25699372984761 43.09480511668783),0:0:00,0.005001598124881442,0.0032835006713867188,0.007375955581665039
POINT (-89.21189935483136 43.0801085418171),0:0:00,0.0049295957139927704,0.003068208694458008,0.007480621337890625
POINT (-89.18139569153605 43.14301752946326),0:0:00,0.005102449183841403,0.003127574920654297,0.0077762603759765625
POINT (-89.54748463268709 43.06598456710709),0:0:00,0.005017572169681247,0.0031075477600097656,0.0077342987060546875
POINT (-89.55858508538655 43.10956953501744),0:0:00,0.004993491893191989,0.0034286975860595703,0.007923364639282227
POINT (-89.48837891903587 43.09850091801526),0:0:00,0.0049677426866490204,0.003187894821166992,0.007780790328979492
POINT (-89.54099924229621 43.24995712047753),0:0:00,0.004738622432132419,0.0031175613403320312,0.007678985595703125
POINT (-89.48577499530052 43.0275954169695),0:0:00,0.004711442714114841,0.003103017807006836,0.007904052734375
POINT (-89.48148554940678 43.06708377617337),0:0:00,0.005258613353152927,0.0031104087829589844,0.008055448532104492
POINT (-89.47802890981092 43.03647858150698),0:0:00,0.005149417643924411,0.003072500228881836,0.007995128631591797
POINT (-89.48568564748231 43.05478222226872),0:0:00,0.005096727137942966,0.0031023025512695312,0.008172988891601562
POINT (-89.48158436468911 43.12644225182597),0:0:00,0.0050364072374302704,0.003075122833251953,0.008150815963745117
POINT (-89.47635359883309 43.1081382528639),0:0:00,0.004975133662601169,0.003081083297729492,0.00823521614074707
POINT (-89.47976809926486 43.08710427672443),0:0:00,0.0050499970964390595,0.0030858516693115234,0.007940053939819336
POINT (-89.51833452973118 43.18074022259839),0:0:00,0.0047257478288609345,0.0030608177185058594,0.007956743240356445
POINT (-89.44576446883316 43.05512760904666),0:0:00,0.005058103328128513,0.003095388412475586,0.008195877075195312
POINT (-89.4353239306444 43.05475555042434),0:0:00,0.0051911408952671845,0.0030651092529296875,0.007952690124511719
POINT (-89.44028949455203 43.02009227116998),0:0:00,0.005373769526858981,0.003082752227783203,0.008276939392089844
POINT (-89.42473717966885 43.03031843549232),0:0:00,0.005401187663455661,0.0030813217163085938,0.008397579193115234
POINT (-89.43255049615854 43.08331078516307),0:0:00,0.005103164439578708,0.0031876564025878906,0.008635997772216797
POINT (-89.43054639063881 43.18549754769069),0:0:00,0.005073838954349216,0.0033111572265625,0.008274316787719727
POINT (-89.41981179018053 43.04538389064735),0:0:00,0.00505309653796738,0.0030956268310546875,0.008464336395263672
POINT (-89.39185360166213 43.04579815490062),0:0:00,0.005045228724857028,0.0030775070190429688,0.008502483367919922
POINT (-89.40039244104698 43.13768247920465),0:0:00,0.004914575343509372,0.0030651092529296875,0.008502483367919922
POINT (-89.38077900915825 42.90772930821775),0:0:00,0.005099826579471286,0.003087282180786133,0.008505582809448242
POINT (-89.36689904070965 43.12035329229006),0:0:00,0.005051904445071872,0.003092527389526367,0.008487224578857422
POINT (-89.36618273206662 43.0302771820831),0:0:00,0.005039506678958591,0.003069162368774414,0.008632659912109375
POINT (-89.35013611330288 43.23678969376707),0:0:00,0.0051377351335484345,0.0030837059020996094,0.008608102798461914
POINT (-89.34185853078223 43.04921551795262),0:0:00,0.005020910029788669,0.003121614456176758,0.00899052619934082
POINT (-89.34260652327838 43.11571782159006),0:0:00,0.005080037837405856,0.0030755996704101562,0.00895833969116211
POINT (-89.3583321452046 43.06840139196127),0:0:00,0.005157523875613864,0.0030651092529296875,0.008858203887939453
POINT (-89.334763821463 43.10419514368431),0:0:00,0.00503330779590195,0.0031135082244873047,0.008930444717407227
POINT (-89.33258473935663 43.23568872511344),0:0:00,0.0047312314561802704,0.0031006336212158203,0.00882720947265625
POINT (-89.29622895310111 43.0812466278673),0:0:00,0.004754834895511325,0.003069639205932617,0.008939266204833984
POINT (-89.29191377540928 43.11319578915691),0:0:00,0.0050554807237583954,0.003183126449584961,0.008766889572143555
POINT (-89.29351604704075 43.06010259320794),0:0:00,0.005144887690921481,0.003293275833129883,0.008833885192871094
POINT (-89.30409240859882 42.88505532691264),0:0:00,0.0049737031511265595,0.003173828125,0.008991003036499023
POINT (-89.26172279776978 43.05880347658002),0:0:00,0.004980855708499606,0.0032835006713867188,0.00897979736328125
POINT (-89.26712663311278 43.13047291860002),0:0:00,0.004884296183963474,0.003147125244140625,0.009701728820800781
POINT (-89.21851782991284 43.09886500444467),0:0:00,0.005104833369632419,0.0032465457916259766,0.009891033172607422
POINT (-89.66367567027879 42.98200780484868),0:0:00,0.004865937953372653,0.003136157989501953,0.012627601623535156
POINT (-89.51653962986258 43.02141772305458),0:0:00,0.004727655177493747,0.0032694339752197266,0.010099172592163086
POINT (-89.50565823412656 43.06865976154147),0:0:00,0.005101018672366794,0.0030679702758789062,0.010353565216064453
POINT (-89.50913701760238 43.0816464682156),0:0:00,0.005078845744510349,0.003091573715209961,0.01066279411315918
POINT (-89.50942200924388 43.03773867769442),0:0:00,0.004949146037479099,0.003098726272583008,0.010361909866333008
POINT (-89.50406802931631 43.10640939320495),0:0:00,0.0050538117937046845,0.0030660629272460938,0.010319948196411133
POINT (-89.50648027798836 43.12894237661056),0:0:00,0.005003743892093356,0.003076314926147461,0.010442018508911133
POINT (-89.49342318541416 43.02706980198588),0:0:00,0.005091005092044528,0.0031900405883789062,0.010521173477172852
POINT (-89.46601027522682 43.07114272240394),0:0:00,0.0051050717882115204,0.003153085708618164,0.0100250244140625
POINT (-89.46157582871281 43.02113774947942),0:0:00,0.004930787806888278,0.0031900405883789062,0.009752988815307617
POINT (-89.43297104690551 43.06931306107509),0:0:00,0.004738622432132419,0.0031282901763916016,0.009794235229492188
POINT (-89.43290461419001 43.00910831011055),0:0:00,0.004707389598270114,0.0031647682189941406,0.009784698486328125
POINT (-89.40983549128191 43.07057941738451),0:0:00,0.005013757472415622,0.003125429153442383,0.009696722030639648
POINT (-89.39370581895625 43.07542931263085),0:0:00,0.004853778605838474,0.0030939579010009766,0.009586572647094727
POINT (-89.38974345679428 43.07677320079112),0:0:00,0.0050859983018833954,0.0031609535217285156,0.009737491607666016
POINT (-89.41281224284953 42.91910776858982),0:0:00,0.004815631633182224,0.0031201839447021484,0.00946044921875
