geometry,start_time,search_time,add_service_time,add_census_time
POINT (-89.46881918649049 43.0285030071496),4:0:00,0.00492963259168666,0.0031130313873291016,0.000179290771484375
POINT (-89.45345719091792 43.05403277229356),4:0:00,0.004814476417980606,0.003018617630004883,0.00020456314086914062
POINT (-89.44052407684273 43.07889856635633),4:0:00,0.004745573448620254,0.0030908584594726562,0.00017499923706054688
POINT (-89.45226690575925 43.1545956125109),4:0:00,0.004706949638805801,0.0030298233032226562,0.00017142295837402344
POINT (-89.40326758863732 43.07052914423185),4:0:00,0.004660934853039199,0.003072500228881836,0.0002033710479736328
POINT (-89.39871420354886 43.04369277370223),4:0:00,0.004655212807140762,0.0032317638397216797,0.00020575523376464844
POINT (-89.39414320353737 43.07399132234011),4:0:00,0.005055279182873184,0.003099203109741211,0.0002193450927734375
POINT (-89.40072080450352 42.9944021847071),4:0:00,0.004893392967663223,0.002988100051879883,0.00017452239990234375
POINT (-89.42013526535834 43.2536662672154),4:0:00,0.004888624596081192,0.0030853748321533203,0.00023865699768066406
POINT (-89.35617002814111 43.24846771579416),4:0:00,0.004841179298839981,0.002997159957885742,0.00018358230590820312
POINT (-89.34395789169839 43.09151386269534),4:0:00,0.004867643761120254,0.0031104087829589844,0.0002391338348388672
POINT (-89.34120620942817 43.06533035050953),4:0:00,0.004902929710827285,0.003008127212524414,0.00018262863159179688
POINT (-89.34644821958011 43.22224882219497),4:0:00,0.004916042732677871,0.0030069351196289062,0.00025343894958496094
POINT (-89.34271288836683 43.20553479020682),4:0:00,0.004839987205944473,0.0030400753021240234,0.0001785755157470703
POINT (-89.32475729628278 43.09924250604987),4:0:00,0.004869551109753067,0.003010988235473633,0.00017714500427246094
POINT (-89.32193010801609 43.11358399032245),4:0:00,0.004895538734875137,0.0029981136322021484,0.0002989768981933594
POINT (-89.34916993547874 43.16232612116375),4:0:00,0.004781097816906387,0.003094196319580078,0.0001780986785888672
POINT (-89.3092231240533 43.10252708506197),4:0:00,0.005072683739147598,0.0030100345611572266,0.00022721290588378906
POINT (-89.30478226009474 43.14018318292585),4:0:00,0.004925579475841934,0.003010272979736328,0.00028324127197265625
POINT (-89.30115533318055 43.08790430523557),4:0:00,0.004887194084606582,0.0030050277709960938,0.00036644935607910156
POINT (-89.30474489428785 43.11927989325641),4:0:00,0.00483045046278041,0.003007173538208008,0.0001938343048095703
POINT (-89.31585834729916 42.9723982180408),4:0:00,0.005875200676403457,0.0030100345611572266,0.00017404556274414062
POINT (-89.29116916461297 43.08819284036899),4:0:00,0.005473226952038223,0.0029926300048828125,0.0001971721649169922
POINT (-89.27617811533685 43.09443777448577),4:0:00,0.005146593498669082,0.003148317337036133,0.00023794174194335938
POINT (-89.25206529058502 43.16598526352872),4:0:00,0.004981131004772598,0.0030155181884765625,0.00022602081298828125
POINT (-89.23502484732165 43.18232405011608),4:0:00,0.005049557136974746,0.003008127212524414,0.00025177001953125
POINT (-89.24816371042867 43.19058514614002),4:0:00,0.004953474449596817,0.0030248165130615234,0.0002627372741699219
POINT (-89.21015308973881 43.17209370907372),4:0:00,0.004993051933727676,0.002996683120727539,0.0002262592315673828
POINT (-89.55780318544446 43.00469304934783),4:0:00,0.004888624596081192,0.0030820369720458984,0.000179290771484375
POINT (-89.55136610399407 43.03059404744165),4:0:00,0.004971355843029434,0.0030078887939453125,0.0002684593200683594
POINT (-89.57121064042052 43.08172733998568),4:0:00,0.005028337883434707,0.003036022186279297,0.0002143383026123047
POINT (-89.52465909289037 42.97080432046756),4:0:00,0.0049551433796505276,0.002999544143676758,0.00020551681518554688
POINT (-89.51125809928963 43.05733812245219),4:0:00,0.004886240410290176,0.0030050277709960938,0.00017976760864257812
POINT (-89.49868505259711 43.04245656062503),4:0:00,0.004938930916271621,0.0030241012573242188,0.00033783912658691406
POINT (-89.47999479228977 43.01993540928788),4:0:00,0.0048957771534542385,0.0031342506408691406,0.0001862049102783203
POINT (-89.45187321207838 43.04200661957658),4:0:00,0.004996151375255996,0.0030198097229003906,0.000225067138671875
POINT (-89.45284565448232 43.07915659911248),4:0:00,0.004918426918468887,0.0030374526977539062,0.0003192424774169922
POINT (-89.44486999653252 42.99021863686018),4:0:00,0.0049665874714474026,0.002992868423461914,0.00023174285888671875
POINT (-89.42902911037623 43.05998853220132),4:0:00,0.004978269981823379,0.0030088424682617188,0.00022125244140625
POINT (-89.41512198321931 43.03062558863945),4:0:00,0.004892677711925918,0.003008127212524414,0.00017762184143066406
POINT (-89.39500349336612 43.07664843837969),4:0:00,0.004902452873669082,0.003196239471435547,0.00017833709716796875
POINT (-89.39735203835903 43.06444711267117),4:0:00,0.004968494820080215,0.0030019283294677734,0.00018906593322753906
POINT (-89.38734526371564 43.07418080391015),4:0:00,0.004943222450695449,0.0029904842376708984,0.0001735687255859375
POINT (-89.38230221541342 43.07916190274393),4:0:00,0.004956573891125137,0.0030324459075927734,0.00021958351135253906
POINT (-89.38490786075492 43.03451930093453),4:0:00,0.005039305138073379,0.002998828887939453,0.00017690658569335938
POINT (-89.40210464100423 42.95305951933356),4:0:00,0.004956335472546035,0.0030012130737304688,0.0002498626708984375
POINT (-89.37191810587368 43.11290346612304),4:0:00,0.005678028511486465,0.003078460693359375,0.0001785755157470703
POINT (-89.35529900479308 43.09314986360616),4:0:00,0.00525769655653041,0.0030117034912109375,0.0001952648162841797
POINT (-89.35324750408614 43.10227672576114),4:0:00,0.0053077644581417385,0.0029926300048828125,0.00018143653869628906
POINT (-89.36347553235204 42.90465083706781),4:0:00,0.005028099464855606,0.003003358840942383,0.00017452239990234375
POINT (-89.34665611203 43.10464303703347),4:0:00,0.005041689323864395,0.0030107498168945312,0.0002224445343017578
POINT (-89.31784649967223 43.09264114948733),4:0:00,0.005015940117321426,0.0030052661895751953,0.00017690658569335938
POINT (-89.31774992148978 43.06030609263263),4:0:00,0.005021900581798965,0.0030798912048339844,0.00022220611572265625
POINT (-89.24437307713967 43.20124035629347),4:0:00,0.005024523186169082,0.003008604049682617,0.00017523765563964844
POINT (-89.23315592829472 43.21344261086789),4:0:00,0.005114645409069473,0.0030269622802734375,0.00021767616271972656
POINT (-89.1838364514945 43.08903698157069),4:0:00,0.005020946907482559,0.002991914749145508,0.00017976760864257812
POINT (-89.16289717021935 43.06197758317929),4:0:00,0.005023331093273574,0.003015279769897461,0.00017571449279785156
POINT (-89.66746014717977 43.18489833098401),4:0:00,0.0050102180714229885,0.0029997825622558594,0.00021004676818847656
POINT (-89.55678461138665 42.99396298464499),4:0:00,0.005056948112926895,0.0031783580780029297,0.00017762184143066406
POINT (-89.54246561176792 42.99567294994188),4:0:00,0.005082935738048965,0.003031492233276367,0.0002200603485107422
POINT (-89.55352074185518 42.97318040637071),4:0:00,0.005009025978527481,0.0030083656311035156,0.00017571449279785156
POINT (-89.51930428847504 43.06576513422576),4:0:00,0.005039305138073379,0.003009319305419922,0.0002086162567138672
POINT (-89.56604648241176 43.15600696201212),4:0:00,0.00506839220472377,0.0030107498168945312,0.000179290771484375
POINT (-89.51330908165728 43.06868865528243),4:0:00,0.0048614448780636135,0.003215789794921875,0.00017404556274414062
POINT (-89.51615283285348 43.07799208329321),4:0:00,0.005079597877941543,0.003031492233276367,0.0002167224884033203
POINT (-89.4958165181658 43.04963947768024),4:0:00,0.0049894756550411526,0.003004789352416992,0.0001735687255859375
POINT (-89.4861513782882 43.03550403242291),4:0:00,0.0050521797413448635,0.0030164718627929688,0.0002579689025878906
POINT (-89.49265188822787 43.07152382047979),4:0:00,0.004976124214611465,0.003026247024536133,0.00018095970153808594
POINT (-89.48450582183519 43.04296281324995),4:0:00,0.004888624596081192,0.003025054931640625,0.0002193450927734375
POINT (-89.47790438338659 43.02926888194253),4:0:00,0.005052418159923965,0.002997159957885742,0.00017642974853515625
POINT (-89.4834230261924 43.11258505980098),4:0:00,0.005095571922741348,0.0032792091369628906,0.0001888275146484375
POINT (-89.47446996034297 43.02206955615732),4:0:00,0.005062670158825332,0.00301361083984375,0.00018024444580078125
POINT (-89.47374703176148 43.06824701270198),4:0:00,0.005176634239635879,0.0030045509338378906,0.000171661376953125
POINT (-89.47094712070655 43.0787226250451),4:0:00,0.00529274408765834,0.003065824508666992,0.0001735687255859375
POINT (-89.45853196903435 43.18852870343173),4:0:00,0.005310863899670059,0.003098726272583008,0.00016880035400390625
POINT (-89.45199737327806 43.03286077233714),4:0:00,0.004872173714123184,0.0031092166900634766,0.00024509429931640625
POINT (-89.44313359555562 43.04811581439441),4:0:00,0.004960388588390762,0.003328084945678711,0.000171661376953125
POINT (-89.41570145123168 43.071322244409),4:0:00,0.004995436119518692,0.003039121627807617,0.0002186298370361328
POINT (-89.45527285873865 42.97198616669377),4:0:00,0.004786819862804824,0.0030095577239990234,0.00017547607421875
POINT (-89.4140615303895 43.06406733717242),4:0:00,0.005073875832043106,0.0030226707458496094,0.00019407272338867188
POINT (-89.39723842706803 43.07265198761088),4:0:00,0.005000681328258926,0.00308990478515625,0.00018095970153808594
POINT (-89.39280610212811 43.07026690587534),4:0:00,0.004684776710949356,0.0030629634857177734,0.00017380714416503906
POINT (-89.38807029856463 43.14388018776646),4:0:00,0.004926771568737442,0.003038644790649414,0.00021886825561523438
POINT (-89.37205465322558 43.0903640705622),4:0:00,0.005071968483410293,0.003141641616821289,0.0001976490020751953
POINT (-89.37706607639853 43.12997747612987),4:0:00,0.0050543255085567776,0.003017902374267578,0.0002651214599609375
POINT (-89.36928029912872 43.13700711866568),4:0:00,0.00495705072828334,0.0029938220977783203,0.0001742839813232422
POINT (-89.36395060783273 42.94745256909438),4:0:00,0.004829496788464004,0.0030279159545898438,0.00022077560424804688
POINT (-89.31638416081586 43.07941245406553),4:0:00,0.004881472038708145,0.0029916763305664062,0.00017762184143066406
POINT (-89.31755133101812 43.06634214220748),4:0:00,0.004859299110851699,0.0030057430267333984,0.0002167224884033203
POINT (-89.34342794868026 42.98044946293675),4:0:00,0.004857153343639785,0.0031223297119140625,0.00017595291137695312
POINT (-89.30207723044595 43.09538483045413),4:0:00,0.00471744005628627,0.003023862838745117,0.00017261505126953125
POINT (-89.3029276335466 43.07753970022729),4:0:00,0.00461062853284877,0.0029921531677246094,0.00021195411682128906
POINT (-89.30260311033366 43.03772574635236),4:0:00,0.004877418922863418,0.0030336380004882812,0.00017547607421875
POINT (-89.29170872745311 43.09550345523492),4:0:00,0.004783243584118301,0.0030183792114257812,0.00022482872009277344
POINT (-89.27631817521791 43.03424351388553),4:0:00,0.004811615395031387,0.0031774044036865234,0.00017642974853515625
POINT (-89.22098783902541 43.17859480705086),4:0:00,0.00484570925184291,0.0030891895294189453,0.0002524852752685547
POINT (-89.17432880754077 43.01449749905332),4:0:00,0.004980415749035293,0.0030634403228759766,0.0001761913299560547
POINT (-89.57941490548063 42.90825885798252),4:0:00,0.005099386620006973,0.0030052661895751953,0.00017213821411132812
POINT (-89.50354608049477 43.01878905967073),4:0:00,0.005426258491955215,0.00299835205078125,0.0001952648162841797
POINT (-89.50207624445218 43.02780525486136),4:0:00,0.00496015016981166,0.0030226707458496094,0.00017333030700683594
POINT (-89.46823276490798 43.11526396186201),4:0:00,0.005005449699840957,0.003087759017944336,0.00020956993103027344
POINT (-89.46578624666864 43.06367394364835),4:0:00,0.004890531944714004,0.003009319305419922,0.0001728534698486328
POINT (-89.45696340272885 43.06565306520614),4:0:00,0.004694790291271621,0.00305938720703125,0.00021386146545410156
POINT (-89.45731337473472 43.07235891527558),4:0:00,0.004595608162365371,0.002998828887939453,0.00017595291137695312
POINT (-89.45603480943404 43.02774313840373),4:0:00,0.004700273918590957,0.002995729446411133,0.0002048015594482422
POINT (-89.44199540455509 43.07266129338382),4:0:00,0.005169720100841934,0.0031118392944335938,0.00023508071899414062
POINT (-89.44166417510409 43.04080051448148),4:0:00,0.0048652595753292385,0.0030024051666259766,0.0002830028533935547
POINT (-89.45278889552021 43.12652408166846),4:0:00,0.004944652962170059,0.003004789352416992,0.00021648406982421875
POINT (-89.42555809446567 43.07107211184817),4:0:00,0.004841656135998184,0.0030031204223632812,0.0002837181091308594
POINT (-89.42180818198969 43.02193528334637),4:0:00,0.005037159370861465,0.003017902374267578,0.00020694732666015625
POINT (-89.39833081168915 43.07148389892271),4:0:00,0.004613966392956192,0.0030057430267333984,0.0002238750457763672
POINT (-89.39890061684038 43.05335507736343),4:0:00,0.004860491203747207,0.002994537353515625,0.0002834796905517578
POINT (-89.40012667357358 43.03665725003005),4:0:00,0.004757732796154434,0.003113269805908203,0.00031447410583496094
POINT (-89.39804650737217 43.06908767210636),4:0:00,0.005040020393810684,0.002996683120727539,0.00022673606872558594
POINT (-89.38925834943618 43.06682952270258),4:0:00,0.00472053949781459,0.0030095577239990234,0.0002040863037109375
POINT (-89.39226697487859 42.92756480537065),4:0:00,0.004675239967785293,0.003026723861694336,0.0003209114074707031
POINT (-89.37795762035303 43.14434995951947),4:0:00,0.0049246258015255276,0.003007173538208008,0.00022745132446289062
POINT (-89.35718237502103 43.04668795833953),4:0:00,0.0048957771534542385,0.00299072265625,0.00019669532775878906
POINT (-89.3427983882771 43.03755898778324),4:0:00,0.004875511574230606,0.0029976367950439453,0.00018286705017089844
POINT (-89.3170126695222 43.05322661426796),4:0:00,0.0050466961140255276,0.003162860870361328,0.00017189979553222656
POINT (-89.31726112524778 43.13948294916413),4:0:00,0.0048674053425411526,0.0030040740966796875,0.00019216537475585938
POINT (-89.35055913538143 43.00654251529131),4:0:00,0.004816145348034317,0.002999544143676758,0.00017380714416503906
POINT (-89.29653902981893 43.18121756910757),4:0:00,0.00484713976331752,0.0030639171600341797,0.0002601146697998047
POINT (-89.21924583475059 43.19096516096027),4:0:00,0.00486549799390834,0.002996206283569336,0.0002002716064453125
POINT (-89.18338179418139 43.19401358478809),4:0:00,0.004703850197277481,0.0030298233032226562,0.0002231597900390625
POINT (-89.66545947647278 43.0692317980186),4:0:00,0.005605072426281387,0.0030946731567382812,0.00017714500427246094
POINT (-89.50385896745998 43.10017220504565),4:0:00,0.005055040764294082,0.0030159950256347656,0.00023031234741210938
POINT (-89.49655265765308 43.12050672246486),4:0:00,0.005064100670299942,0.003004312515258789,0.00017595291137695312
POINT (-89.51503601894407 42.89360464774795),4:0:00,0.00502881472059291,0.0030045509338378906,0.00017189979553222656
POINT (-89.49448052544139 43.06425777495665),4:0:00,0.004928202080212051,0.0030274391174316406,0.00019669532775878906
POINT (-89.49134126446516 43.01937438832276),4:0:00,0.00469765131422084,0.002997159957885742,0.00017547607421875
POINT (-89.50058140852194 42.97279354608651),4:0:00,0.00477704470106166,0.003004789352416992,0.0002205371856689453
POINT (-89.49200890277798 43.08095107823268),4:0:00,0.004773230003796035,0.003327608108520508,0.00017380714416503906
POINT (-89.46707157697715 43.03761141158994),4:0:00,0.004920572685680801,0.0029973983764648438,0.00021457672119140625
POINT (-89.46439409393791 43.05718032552918),4:0:00,0.004933685707531387,0.0030028820037841797,0.00017714500427246094
POINT (-89.42423744883718 43.0658332536304),4:0:00,0.005012125420055801,0.0030012130737304688,0.00017452239990234375
POINT (-89.40136555889757 43.07497729569318),4:0:00,0.0046995586628536526,0.0030298233032226562,0.00021219253540039062
POINT (-89.39355819875541 43.07193520699013),4:0:00,0.004667848991833145,0.002994060516357422,0.00017499923706054688
POINT (-89.39170244362401 43.07813211475199),4:0:00,0.004967064308605606,0.0030100345611572266,0.00022101402282714844
POINT (-89.38498094212332 43.07157513303145),4:0:00,0.004925341057262832,0.003070831298828125,0.00017404556274414062
POINT (-89.37986734587871 43.07423801282018),4:0:00,0.004752726005993301,0.003002643585205078,0.00020647048950195312
POINT (-89.3659455503427 43.09628683679591),4:0:00,0.005006880211315567,0.0029952526092529297,0.00018095970153808594
POINT (-89.36849196981703 43.1447167157741),4:0:00,0.004910320686779434,0.003033161163330078,0.0001723766326904297
POINT (-89.36338126168488 43.08590934130827),4:0:00,0.004902452873669082,0.002997159957885742,0.00024318695068359375
POINT (-89.35976795816323 43.12559878463286),4:0:00,0.004757732796154434,0.002995729446411133,0.00017499923706054688
POINT (-89.35983039682199 43.0992103107335),4:0:00,0.004843086647472793,0.003140687942504883,0.0003085136413574219
POINT (-89.35377786510827 43.08923337473806),4:0:00,0.008208841728649552,0.0030155181884765625,0.00018548965454101562
POINT (-89.33013198908884 43.05065825591106),4:0:00,0.004673571037731582,0.0030117034912109375,0.0002346038818359375
POINT (-89.33657938608542 43.09669933952832),4:0:00,0.004825920509777481,0.0030024051666259766,0.0001747608184814453
POINT (-89.33869784346547 43.13570132820271),4:0:00,0.00467166368909877,0.0030074119567871094,0.00022482872009277344
POINT (-89.32356597592357 43.08795816342298),4:0:00,0.005039305138073379,0.003078937530517578,0.00017523765563964844
POINT (-89.29659092725292 43.01997302093543),4:0:00,0.00539645616956752,0.003001689910888672,0.00028824806213378906
POINT (-89.29400181082494 43.10188359504694),4:0:00,0.005397171425304824,0.003021717071533203,0.0001800060272216797
POINT (-89.26712111118222 43.0206323071989),4:0:00,0.004896730827770645,0.003003835678100586,0.00022220611572265625
POINT (-89.28805594145837 43.24325790415693),4:0:00,0.005221456932506973,0.0030336380004882812,0.0001780986785888672
POINT (-89.23469696051515 43.17291390239789),4:0:00,0.004822582649670059,0.0030701160430908203,0.0002522468566894531
POINT (-89.18417045216091 42.95132045163383),4:0:00,0.004910797523937637,0.0030176639556884766,0.00017690658569335938
POINT (-89.62184253527816 43.11449495993477),4:0:00,0.004862636970959121,0.0030117034912109375,0.00017452239990234375
POINT (-89.52279875550538 43.00222611601437),4:0:00,0.0051687664265255276,0.003011465072631836,0.00018405914306640625
POINT (-89.49319663310463 43.03565919753797),4:0:00,0.004897207664928848,0.0030279159545898438,0.00020456314086914062
POINT (-89.4635532300093 43.04796372972313),4:0:00,0.004904598640880996,0.0030112266540527344,0.00021767616271972656
POINT (-89.44901744129588 43.06848291128477),4:0:00,0.00486239855238002,0.0030241012573242188,0.0001728534698486328
POINT (-89.44767956521805 43.00790085720188),4:0:00,0.004895538734875137,0.0031256675720214844,0.00022554397583007812
POINT (-89.44164016123247 43.06566091342515),4:0:00,0.004606336998424942,0.003022909164428711,0.0002079010009765625
POINT (-89.44926494224647 43.18047585302157),4:0:00,0.005067915367565567,0.0030014514923095703,0.0002067089080810547
POINT (-89.4375447198716 43.02936069038741),4:0:00,0.004706234383068496,0.003032207489013672,0.0001780986785888672
POINT (-89.42018899640961 43.07032677706519),4:0:00,0.004868120598278457,0.002999544143676758,0.00017333030700683594
POINT (-89.42093215173904 43.06411126153028),4:0:00,0.004913896965465957,0.0029938220977783203,0.00035381317138671875
POINT (-89.44819065311327 43.20597657158624),4:0:00,0.004596800255260879,0.0030090808868408203,0.00017762184143066406
POINT (-89.40493067054101 43.0648709957599),4:0:00,0.004692406105480606,0.00311279296875,0.00019097328186035156
POINT (-89.41410072060683 43.0760415443451),4:0:00,0.004944176125011856,0.003003358840942383,0.00017499923706054688
POINT (-89.40840444931432 43.05990371908605),4:0:00,0.004837603020153457,0.0030002593994140625,0.00024175643920898438
POINT (-89.39036402052436 43.06887556379159),4:0:00,0.004624218391857559,0.0030205249786376953,0.000171661376953125
POINT (-89.38215642080955 43.13757325352452),4:0:00,0.004598707603893692,0.002990245819091797,0.0002884864807128906
POINT (-89.41986024667771 43.10537921101589),4:0:00,0.004703134941540176,0.003018617630004883,0.00017595291137695312
POINT (-89.37099626738718 43.07981904811775),4:0:00,0.004718155312023574,0.003079652786254883,0.0001742839813232422
POINT (-89.35925577922764 43.08364683509004),4:0:00,0.004660934853039199,0.0029997825622558594,0.0002617835998535156
POINT (-89.35596713994467 43.25909683898487),4:0:00,0.005050272392712051,0.003047943115234375,0.00023412704467773438
POINT (-89.34497207401138 43.09891118150449),4:0:00,0.005661577629528457,0.0029964447021484375,0.00017523765563964844
POINT (-89.35134409914116 42.92170991498783),4:0:00,0.005349964546642715,0.003052949905395508,0.00022268295288085938
POINT (-89.32879459363063 43.07045361286827),4:0:00,0.00533852045484584,0.003004789352416992,0.00017595291137695312
POINT (-89.32718627197265 43.10869776242528),4:0:00,0.005081266807995254,0.0030808448791503906,0.0001766681671142578
POINT (-89.31004707607951 43.13107174511102),4:0:00,0.005045265602550918,0.003156900405883789,0.00019359588623046875
POINT (-89.31622253309064 43.2478998177717),4:0:00,0.005251020836315567,0.003041505813598633,0.00020313262939453125
POINT (-89.29808257817054 43.01241027677046),4:0:00,0.00472506945081752,0.003047466278076172,0.00022149085998535156
POINT (-89.25699372984761 43.09480511668783),4:0:00,0.004940361427746231,0.0030090808868408203,0.00017523765563964844
POINT (-89.21189935483136 43.0801085418171),4:0:00,0.004891247200451309,0.0030078887939453125,0.00020003318786621094
POINT (-89.18139569153605 43.14301752946326),4:0:00,0.004893392967663223,0.0030126571655273438,0.0002052783966064453
POINT (-89.54748463268709 43.06598456710709),4:0:00,0.0048194832081417385,0.0032012462615966797,0.00020003318786621094
POINT (-89.55858508538655 43.10956953501744),4:0:00,0.005041689323864395,0.0030333995819091797,0.00022912025451660156
POINT (-89.48837891903587 43.09850091801526),4:0:00,0.004695505547008926,0.0030138492584228516,0.00017642974853515625
POINT (-89.54099924229621 43.24995712047753),4:0:00,0.004958481239757949,0.0029954910278320312,0.0003199577331542969
POINT (-89.48577499530052 43.0275954169695),4:0:00,0.004673332619152481,0.003018617630004883,0.00017881393432617188
POINT (-89.48148554940678 43.06708377617337),4:0:00,0.004940361427746231,0.0030248165130615234,0.00021529197692871094
POINT (-89.47802890981092 43.03647858150698),4:0:00,0.005168051170788223,0.0031299591064453125,0.0002276897430419922
POINT (-89.48568564748231 43.05478222226872),4:0:00,0.004822582649670059,0.003010988235473633,0.00021529197692871094
POINT (-89.48158436468911 43.12644225182597),4:0:00,0.0046728557819942776,0.0029938220977783203,0.0001800060272216797
POINT (-89.47635359883309 43.1081382528639),4:0:00,0.004901499199352676,0.0030236244201660156,0.00017452239990234375
POINT (-89.47976809926486 43.08710427672443),4:0:00,0.004757971214733535,0.0030345916748046875,0.0002446174621582031
POINT (-89.51833452973118 43.18074022259839),4:0:00,0.004712194847546035,0.0030028820037841797,0.0001766681671142578
POINT (-89.44576446883316 43.05512760904666),4:0:00,0.004947990822277481,0.0030679702758789062,0.00021028518676757812
POINT (-89.4353239306444 43.05475555042434),4:0:00,0.0047338909382442776,0.003004789352416992,0.00018644332885742188
POINT (-89.44028949455203 43.02009227116998),4:0:00,0.004993767189464981,0.003012418746948242,0.0002796649932861328
POINT (-89.42473717966885 43.03031843549232),4:0:00,0.004693359779797012,0.003010272979736328,0.0001766681671142578
POINT (-89.43255049615854 43.08331078516307),4:0:00,0.005194277214489395,0.002995014190673828,0.00022125244140625
POINT (-89.43054639063881 43.18549754769069),4:0:00,0.004931301521740371,0.0030922889709472656,0.00017833709716796875
POINT (-89.41981179018053 43.04538389064735),4:0:00,0.004942984032116348,0.0030167102813720703,0.00023555755615234375
POINT (-89.39185360166213 43.04579815490062),4:0:00,0.0049589580769161526,0.002988576889038086,0.00017690658569335938
POINT (-89.40039244104698 43.13768247920465),4:0:00,0.005688042091808731,0.0030329227447509766,0.00019621849060058594
POINT (-89.38077900915825 42.90772930821775),4:0:00,0.005260557579479629,0.002989530563354492,0.0001811981201171875
POINT (-89.36689904070965 43.12035329229006),4:0:00,0.004856438087902481,0.0030107498168945312,0.0002071857452392578
POINT (-89.36618273206662 43.0302771820831),4:0:00,0.0049491829151729885,0.002986431121826172,0.00020503997802734375
POINT (-89.35013611330288 43.23678969376707),4:0:00,0.005043835091076309,0.0031278133392333984,0.00017547607421875
POINT (-89.34185853078223 43.04921551795262),4:0:00,0.0049894756550411526,0.0030171871185302734,0.0002186298370361328
POINT (-89.34260652327838 43.11571782159006),4:0:00,0.004955858635387832,0.0029914379119873047,0.00022840499877929688
POINT (-89.3583321452046 43.06840139196127),4:0:00,0.004813284325085098,0.0030176639556884766,0.00022268295288085938
POINT (-89.334763821463 43.10419514368431),4:0:00,0.004987091469250137,0.003017425537109375,0.0003228187561035156
POINT (-89.33258473935663 43.23568872511344),4:0:00,0.004819244789562637,0.002995014190673828,0.0003399848937988281
POINT (-89.29622895310111 43.0812466278673),4:0:00,0.004846424507580215,0.003131866455078125,0.0001761913299560547
POINT (-89.29191377540928 43.11319578915691),4:0:00,0.004629702019176895,0.0030105113983154297,0.00022149085998535156
POINT (-89.29351604704075 43.06010259320794),4:0:00,0.004911512779674942,0.0030078887939453125,0.00017499923706054688
POINT (-89.30409240859882 42.88505532691264),4:0:00,0.00490674440809291,0.0029892921447753906,0.0002841949462890625
POINT (-89.26172279776978 43.05880347658002),4:0:00,0.004625172066173965,0.003020048141479492,0.00017595291137695312
POINT (-89.26712663311278 43.13047291860002),4:0:00,0.004935116219005996,0.003098726272583008,0.00017404556274414062
POINT (-89.21851782991284 43.09886500444467),4:0:00,0.004751772331676895,0.0031409263610839844,0.00018358230590820312
POINT (-89.66367567027879 42.98200780484868),4:0:00,0.004878611015758926,0.0031554698944091797,0.000240325927734375
POINT (-89.51653962986258 43.02141772305458),4:0:00,0.004626602577648574,0.003017902374267578,0.0002269744873046875
POINT (-89.50565823412656 43.06865976154147),4:0:00,0.004922241615734512,0.002994537353515625,0.0002079010009765625
POINT (-89.50913701760238 43.0816464682156),4:0:00,0.004920572685680801,0.0030214786529541016,0.00021791458129882812
POINT (-89.50942200924388 43.03773867769442),4:0:00,0.004730314659557754,0.0030019283294677734,0.0002841949462890625
POINT (-89.50406802931631 43.10640939320495),4:0:00,0.005207867073498184,0.003088235855102539,0.00022459030151367188
POINT (-89.50648027798836 43.12894237661056),4:0:00,0.00499209825941127,0.003019571304321289,0.00017976760864257812
POINT (-89.49342318541416 43.02706980198588),4:0:00,0.005787224220714981,0.0030126571655273438,0.0003116130828857422
POINT (-89.46601027522682 43.07114272240394),4:0:00,0.005231947349987442,0.0029997825622558594,0.00023245811462402344
POINT (-89.46157582871281 43.02113774947942),4:0:00,0.005247682976208145,0.003020763397216797,0.00029206275939941406
POINT (-89.43297104690551 43.06931306107509),4:0:00,0.00500282709547084,0.003014087677001953,0.00017881393432617188
POINT (-89.43290461419001 43.00910831011055),4:0:00,0.00518283312269252,0.0030770301818847656,0.0002105236053466797
POINT (-89.40983549128191 43.07057941738451),4:0:00,0.004881472038708145,0.003011465072631836,0.00019598007202148438
POINT (-89.39370581895625 43.07542931263085),4:0:00,0.005021423744640762,0.0030515193939208984,0.0002086162567138672
POINT (-89.38974345679428 43.07677320079112),4:0:00,0.004985899376354629,0.003033876419067383,0.00017333030700683594
POINT (-89.41281224284953 42.91910776858982),4:0:00,0.005119890617809707,0.003016233444213867,0.00019741058349609375
POINT (-89.40709864985415 43.01689483211628),4:0:00,0.0051535076374630276,0.0033915042877197266,0.0001819133758544922
POINT (-89.38598407238985 43.07808124592582),4:0:00,0.004904837059460098,0.0031681060791015625,0.00017523765563964844
POINT (-89.38104340261641 42.92976509494407),4:0:00,0.004655928062878067,0.0030214786529541016,0.00021076202392578125
POINT (-89.3888655158092 43.05447329097775),4:0:00,0.00462588732191127,0.003040790557861328,0.00017452239990234375
POINT (-89.37892251800692 43.08210550985869),4:0:00,0.004612059044323379,0.003002166748046875,0.00022268295288085938
POINT (-89.43790396554472 42.89128234492809),4:0:00,0.00487622682996791,0.003012418746948242,0.00017952919006347656
POINT (-89.38075665601298 43.04594198957711),4:0:00,0.004846901344738418,0.0031325817108154297,0.0001735687255859375
POINT (-89.37000989921957 43.08668302570631),4:0:00,0.004832596229992324,0.0030248165130615234,0.0001811981201171875
POINT (-89.35904090074727 43.13793231162969),4:0:00,0.004803509163341934,0.0029993057250976562,0.00017333030700683594
POINT (-89.35926999648247 43.11808048149292),4:0:00,0.00474795763441127,0.0030317306518554688,0.00020885467529296875
